data_source,sample_name,isolate_name,fraction,CIP,CLI,CXM,ERY,GEN,LEV,MET,MOX,OXA,PEN,TET,run_accession
patric,SAMEA2340545,1280.9956,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419028
patric,SAMEA2340546,1280.9957,test,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419029
patric,SAMEA2340547,1280.9958,train,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419030
patric,SAMEA2340548,1280.9959,train,S,R,NA,R,S,NA,S,NA,NA,R,S,ERR419031
patric,SAMEA2340550,1280.9961,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419033
patric,SAMEA2340551,1280.8146,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419034
patric,SAMEA2340552,1280.8147,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419035
patric,SAMEA2340553,1280.9962,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419036
patric,SAMEA2340554,1280.8149,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419037
patric,SAMEA2340556,1280.8151,train,S,R,NA,R,S,NA,S,NA,NA,S,S,ERR419039
patric,SAMEA2340557,1280.8152,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419040
patric,SAMEA2340558,1280.9963,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419041
patric,SAMEA2340559,1280.8154,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419042
patric,SAMEA2340560,1280.8155,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419043
patric,SAMEA2340561,1280.9964,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419044
patric,SAMEA2340562,1280.8157,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419045
patric,SAMEA2340563,1280.8158,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419046
patric,SAMEA2340564,1280.8159,test,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419047
patric,SAMEA2340566,1280.8161,train,S,NA,NA,R,S,NA,S,NA,NA,S,S,ERR419049
patric,SAMEA2340567,1280.8162,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419050
patric,SAMEA2340568,1280.9965,test,S,NA,NA,R,S,NA,S,NA,NA,R,S,ERR419051
patric,SAMEA2340569,1280.9966,train,S,NA,NA,R,S,NA,S,NA,NA,S,S,ERR419052
patric,SAMEA2340570,1280.9967,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419053
patric,SAMEA2340571,1280.8166,train,R,S,NA,S,S,NA,R,NA,NA,R,S,ERR419054
patric,SAMEA2340572,1280.8167,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419055
patric,SAMEA2340573,1280.8168,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419056
patric,SAMEA2340574,1280.9968,train,S,S,NA,R,S,NA,S,NA,NA,R,S,ERR419057
patric,SAMEA2340575,1280.9969,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419058
patric,SAMEA2340577,1280.9971,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419060
patric,SAMEA2340578,1280.8173,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419061
patric,SAMEA2340579,1280.9972,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419062
patric,SAMEA2340580,1280.8175,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419063
patric,SAMEA2340581,1280.8176,test,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419064
patric,SAMEA2340582,1280.8177,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419065
patric,SAMEA2340583,1280.8178,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419066
patric,SAMEA2340584,1280.8179,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419067
patric,SAMEA2340585,1280.9973,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419068
patric,SAMEA2340586,1280.8181,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419069
patric,SAMEA2340587,1280.9974,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419070
patric,SAMEA2340588,1280.9975,train,S,R,NA,R,S,NA,S,NA,NA,R,S,ERR419071
patric,SAMEA2340589,1280.9976,test,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419072
patric,SAMEA2340590,1280.8185,train,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419073
patric,SAMEA2340591,1280.8186,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419074
patric,SAMEA2340592,1280.8187,train,S,R,NA,R,S,NA,S,NA,NA,R,S,ERR419075
patric,SAMEA2340593,1280.8188,test,R,NA,NA,R,S,NA,R,NA,NA,R,S,ERR419076
patric,SAMEA2340594,1280.9977,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419077
patric,SAMEA2340596,1280.9978,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419079
patric,SAMEA2340597,1280.9979,train,R,S,NA,S,S,NA,S,NA,NA,S,S,ERR419080
patric,SAMEA2340598,1280.8193,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419081
patric,SAMEA2340600,1280.8195,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419083
patric,SAMEA2340601,1280.8196,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419084
patric,SAMEA2340602,1280.9981,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419085
patric,SAMEA2340603,1280.8198,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419086
patric,SAMEA2340604,1280.9982,train,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419087
patric,SAMEA2340605,1280.9983,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419088
patric,SAMEA2340606,1280.9984,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419089
patric,SAMEA2340607,1280.8202000000001,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419090
patric,SAMEA2340608,1280.8203,train,R,S,NA,S,S,NA,S,NA,NA,R,S,ERR419091
patric,SAMEA2340609,1280.9985,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419092
patric,SAMEA2340610,1280.9986,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419093
patric,SAMEA2340611,1280.8206,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419094
patric,SAMEA2340612,1280.9987,train,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419095
patric,SAMEA2340613,1280.8208,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419096
patric,SAMEA2340614,1280.8209,train,S,R,NA,R,S,NA,S,NA,NA,R,S,ERR419097
patric,SAMEA2340616,1280.8211,train,R,S,NA,S,S,NA,S,NA,NA,R,S,ERR419099
patric,SAMEA2340617,1280.8212,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419100
patric,SAMEA2340618,1280.8213,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419101
patric,SAMEA2340619,1280.9988,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419102
patric,SAMEA2340621,1280.9989,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419104
patric,SAMEA2340622,1280.8217,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419105
patric,SAMEA2340623,1280.9991,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419106
patric,SAMEA2340624,1280.8219,train,R,NA,NA,R,S,NA,R,NA,NA,R,S,ERR419107
patric,SAMEA2340625,1280.9992,train,S,S,NA,R,S,NA,S,NA,NA,R,S,ERR419108
patric,SAMEA2340626,1280.8221,test,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419109
patric,SAMEA2340627,1280.8222,train,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419110
patric,SAMEA2340628,1280.9993,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419111
patric,SAMEA2340629,1280.8224,train,R,R,NA,R,S,NA,R,NA,NA,R,S,ERR419112
patric,SAMEA2340630,1280.9994,train,S,R,NA,R,S,NA,R,NA,NA,R,S,ERR419113
patric,SAMEA2340631,1280.9995,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419114
patric,SAMEA2340632,1280.9996,train,S,S,NA,S,S,NA,S,NA,NA,R,S,ERR419115
patric,SAMEA2340633,1280.9997,train,S,S,NA,S,S,NA,S,NA,NA,S,S,ERR419116
patric,SAMEA2340635,1280.8229,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419118
patric,SAMEA2340637,1280.8231,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419120
patric,SAMEA2340638,1280.8232,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419121
patric,SAMEA2340639,1280.8233,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419122
patric,SAMEA2340640,1280.8234,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419123
patric,SAMEA2340641,1280.8235,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419124
patric,SAMEA2340642,1280.8236,test,S,NA,NA,S,S,NA,R,NA,NA,R,R,ERR419125
patric,SAMEA2340643,1280.8237,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419126
patric,SAMEA2340644,1280.8238,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419127
patric,SAMEA2340645,1280.9998,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419128
patric,SAMEA2340646,1280.9999,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419129
patric,SAMEA2340647,1280.8242,train,R,NA,NA,R,S,NA,R,NA,NA,R,S,ERR419130
patric,SAMEA2340649,1280.10001,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419132
patric,SAMEA2340650,1280.8245,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419133
patric,SAMEA2340651,1280.8246,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419134
patric,SAMEA2340652,1280.10002,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419135
patric,SAMEA2340653,1280.10003,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419136
patric,SAMEA2340654,1280.8249,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419137
patric,SAMEA2340655,1280.10004,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419138
patric,SAMEA2340656,1280.10005,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419139
patric,SAMEA2340657,1280.10006,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419140
patric,SAMEA2340658,1280.10007,train,R,NA,NA,S,S,NA,R,NA,NA,R,S,ERR419141
patric,SAMEA2340659,1280.8254,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419142
patric,SAMEA2340660,1280.8255,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419143
patric,SAMEA2340661,1280.8256,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419144
patric,SAMEA2340662,1280.10008,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419145
patric,SAMEA2340663,1280.10009,train,S,NA,NA,R,S,NA,S,NA,NA,R,S,ERR419146
patric,SAMEA2340664,1280.8259,train,R,NA,NA,S,S,NA,R,NA,NA,R,S,ERR419147
patric,SAMEA2340666,1280.8261,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419149
patric,SAMEA2340667,1280.8262,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419150
patric,SAMEA2340668,1280.8263,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419151
patric,SAMEA2340669,1280.8264,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419152
patric,SAMEA2340670,1280.8265,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419153
patric,SAMEA2340671,1280.10011,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419154
patric,SAMEA2340673,1280.10012,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419156
patric,SAMEA2340674,1280.8269,test,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419157
patric,SAMEA2340676,1280.8271,train,S,NA,NA,R,S,NA,S,NA,NA,R,S,ERR419159
patric,SAMEA2340677,1280.10013,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419160
patric,SAMEA2340678,1280.10014,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419161
patric,SAMEA2340679,1280.10015,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419162
patric,SAMEA2340680,1280.8275,test,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419163
patric,SAMEA2340681,1280.8276,test,S,NA,NA,S,R,NA,S,NA,NA,R,S,ERR419164
patric,SAMEA2340682,1280.10016,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419165
patric,SAMEA2340683,1280.10017,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419166
patric,SAMEA2340684,1280.10018,test,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419167
patric,SAMEA2340685,1280.10019,test,S,NA,NA,R,S,NA,S,NA,NA,R,R,ERR419168
patric,SAMEA2340686,1280.8281,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419169
patric,SAMEA2340687,1280.8282,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419170
patric,SAMEA2340688,1280.8283,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419171
patric,SAMEA2340690,1280.8285,test,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419173
patric,SAMEA2340691,1280.8286,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419174
patric,SAMEA2340692,1280.10021,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419175
patric,SAMEA2340693,1280.10022,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419176
patric,SAMEA2340694,1280.8289,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419177
patric,SAMEA2340696,1280.8291,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419179
patric,SAMEA2340697,1280.10023,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419180
patric,SAMEA2340698,1280.8293,train,S,NA,NA,R,S,NA,S,NA,NA,R,S,ERR419181
patric,SAMEA2340699,1280.8294,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419182
patric,SAMEA2340700,1280.10024,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419183
patric,SAMEA2340701,1280.10025,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419184
patric,SAMEA2340702,1280.9684,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419185
patric,SAMEA2340703,1280.8298,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419186
patric,SAMEA2340704,1280.8299,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419187
patric,SAMEA2340707,1280.10026,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419190
patric,SAMEA2340708,1280.10027,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419191
patric,SAMEA2340709,1280.10028,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419192
patric,SAMEA2340710,1280.8304,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419193
patric,SAMEA2340711,1280.8305,train,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419194
patric,SAMEA2340712,1280.8306,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419195
patric,SAMEA2340713,1280.10029,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419196
patric,SAMEA2340714,1280.10031,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419197
patric,SAMEA2340716,1280.8309,train,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419199
patric,SAMEA2340718,1280.8312,train,R,NA,NA,R,S,NA,R,NA,NA,R,S,ERR419201
patric,SAMEA2340719,1280.8313,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419202
patric,SAMEA2340720,1280.8314,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419203
patric,SAMEA2340721,1280.10032,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419204
patric,SAMEA2340722,1280.8315,test,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419205
patric,SAMEA2340723,1280.10033,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419206
patric,SAMEA2340724,1280.10034,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419207
patric,SAMEA2340725,1280.9687,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419208
patric,SAMEA2340726,1280.10035,train,R,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419209
patric,SAMEA2340727,1280.10036,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419210
patric,SAMEA2340728,1280.8321,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419211
patric,SAMEA2340729,1280.8322,test,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419212
patric,SAMEA2340730,1280.8323,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419213
patric,SAMEA2340731,1280.8324,train,R,NA,NA,R,S,NA,R,NA,NA,R,S,ERR419214
patric,SAMEA2340732,1280.10037,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419215
patric,SAMEA2340733,1280.8326,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419216
patric,SAMEA2340734,1280.10038,test,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419217
patric,SAMEA2340735,1280.8328,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419218
patric,SAMEA2340736,1280.8329,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419219
patric,SAMEA2340738,1280.10039,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419221
patric,SAMEA2340739,1280.8332,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419222
patric,SAMEA2340741,1280.10041,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419224
patric,SAMEA2340742,1280.8335,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419225
patric,SAMEA2340743,1280.10042,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419226
patric,SAMEA2340744,1280.10043,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419227
patric,SAMEA2340745,1280.10044,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419228
patric,SAMEA2340746,1280.10045,test,S,NA,NA,S,S,NA,S,NA,NA,R,R,ERR419229
patric,SAMEA2340748,1280.8341,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419231
patric,SAMEA2340749,1280.8342,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419232
patric,SAMEA2340750,1280.8343,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419233
patric,SAMEA2340751,1280.8344,train,S,NA,NA,S,S,NA,S,NA,NA,S,R,ERR419234
patric,SAMEA2340752,1280.10046,test,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419235
patric,SAMEA2340753,1280.8346,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419236
patric,SAMEA2340754,1280.10047,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419237
patric,SAMEA2340755,1280.8348,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419238
patric,SAMEA2340756,1280.10048,train,S,NA,NA,S,S,NA,S,NA,NA,R,S,ERR419239
patric,SAMEA2340758,1280.10049,train,S,NA,NA,S,S,NA,S,NA,NA,S,S,ERR419241
patric,SAMEA3448833,1280.11295,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069910
patric,SAMEA3448834,1280.11184,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069911
patric,SAMEA3448835,1280.11294,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069912
patric,SAMEA3448836,1280.11293,test,NA,S,NA,S,S,S,NA,NA,S,S,NA,ERR1069913
patric,SAMEA3448837,1280.11183,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069914
patric,SAMEA3448838,1280.11292,test,NA,R,NA,R,R,R,NA,NA,R,R,NA,ERR1069915
patric,SAMEA3448839,1280.11291,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069916
patric,SAMEA3448841,1280.11289,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069918
patric,SAMEA3448843,1280.11182,test,NA,R,NA,R,S,R,NA,NA,R,R,NA,ERR1069920
patric,SAMEA3448844,1280.11704,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069921
patric,SAMEA3448845,1280.11288,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069922
patric,SAMEA3448846,1280.11287,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069923
patric,SAMEA3448847,1280.11286,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069924
patric,SAMEA3448848,1280.11705,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069925
patric,SAMEA3448850,1280.11285,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069927
patric,SAMEA3448851,1280.11722,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069928
patric,SAMEA3448852,1280.11284,train,NA,R,NA,R,S,S,NA,NA,S,R,NA,ERR1069929
patric,SAMEA3448853,1280.11282,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069930
patric,SAMEA3448854,1280.11281,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069931
patric,SAMEA3448855,1280.11283,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069932
patric,SAMEA3448856,1280.11279,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069933
patric,SAMEA3448858,1280.11278,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069935
patric,SAMEA3448859,1280.11277,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069936
patric,SAMEA3448860,1280.11181,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069937
patric,SAMEA3448861,1280.11276,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069938
patric,SAMEA3448862,1280.11275,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069939
patric,SAMEA3448863,1280.11179,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069940
patric,SAMEA3448864,1280.11274,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069941
patric,SAMEA3448865,1280.11272,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069942
patric,SAMEA3448867,1280.11178,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069944
patric,SAMEA3448868,1280.11273,test,NA,S,NA,S,S,S,NA,NA,S,S,NA,ERR1069945
patric,SAMEA3448869,1280.10994,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069946
patric,SAMEA3448870,1280.11271,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069947
patric,SAMEA3448871,1280.11269,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069948
patric,SAMEA3448872,1280.11177,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069949
patric,SAMEA3448873,1280.11268,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069950
patric,SAMEA3448874,1280.11175,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069951
patric,SAMEA3448875,1280.11267,train,NA,R,NA,R,S,S,NA,NA,S,R,NA,ERR1069952
patric,SAMEA3448876,1280.11266,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069953
patric,SAMEA3448877,1280.11176,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069954
patric,SAMEA3448878,1280.11706,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069955
patric,SAMEA3448879,1280.11265,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069956
patric,SAMEA3448880,1280.11264,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069957
patric,SAMEA3448881,1280.11263,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069958
patric,SAMEA3448882,1280.11173,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069969
patric,SAMEA3448883,1280.11708,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069970
patric,SAMEA3448884,1280.11246,train,NA,R,NA,R,S,S,NA,NA,S,R,NA,ERR1069971
patric,SAMEA3448885,1280.11242,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069972
patric,SAMEA3448886,1280.11233,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069973
patric,SAMEA3448887,1280.11161,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069974
patric,SAMEA3448888,1280.11225,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069975
patric,SAMEA3448889,1280.11042,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069976
patric,SAMEA3448891,1280.11212,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069978
patric,SAMEA3448892,1280.11172,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069979
patric,SAMEA3448894,1280.11171,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069981
patric,SAMEA3448895,1280.11252,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069982
patric,SAMEA3448896,1280.11251,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069983
patric,SAMEA3448898,1280.11723,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069985
patric,SAMEA3448899,1280.11249,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069986
patric,SAMEA3448900,1280.11248,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069987
patric,SAMEA3448901,1280.11709,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069988
patric,SAMEA3448902,1280.11169,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069989
patric,SAMEA3448903,1280.11168,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069990
patric,SAMEA3448904,1280.11167,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069991
patric,SAMEA3448905,1280.11166,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069992
patric,SAMEA3448906,1280.11245,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069993
patric,SAMEA3448907,1280.11165,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069994
patric,SAMEA3448908,1280.11244,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069995
patric,SAMEA3448910,1280.11243,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069997
patric,SAMEA3448911,1280.11011,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069998
patric,SAMEA3448912,1280.11241,test,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1069999
patric,SAMEA3448913,1280.11711,train,NA,S,NA,S,S,S,NA,NA,S,R,NA,ERR1070000
