data_source,isolate_name,sample_name,fraction,AMC,AMI,AZT,CAZ,CFZ,CIP,CRO,CTX,CXM,ERT,FEP,FOX,GEN,IMI,LEV,MER,MIN,NIT,PTZ,TET,TOB,TSU,run_accession
ndaro,SAMN07291519,PDT000311283.1,train,NA,S,R,R,R,R,R,R,NA,S,R,R,R,S,R,S,NA,NA,R,S,R,R,SRR6985668
ndaro,SAMN07291519,PDT000311283.1,train,NA,S,R,R,R,R,R,R,NA,S,R,R,R,S,R,S,NA,NA,R,S,R,R,SRR6985669
ndaro,SAMN07291519,PDT000311283.1,train,NA,S,R,R,R,R,R,R,NA,S,R,R,R,S,R,S,NA,NA,R,S,R,R,SRR6985670
ndaro,SAMN07291531,PDT000311282.1,train,NA,S,R,R,R,R,R,R,NA,R,R,R,S,R,R,R,NA,NA,R,S,R,R,SRR6985677
ndaro,SAMN07291531,PDT000311282.1,train,NA,S,R,R,R,R,R,R,NA,R,R,R,S,R,R,R,NA,NA,R,S,R,R,SRR6985678
ndaro,SAMN07291547,PDT000352589.1,train,NA,R,R,R,R,R,R,R,NA,R,R,R,R,R,R,R,NA,NA,R,S,R,S,SRR6994995
ndaro,SAMN07291547,PDT000352589.1,train,NA,R,R,R,R,R,R,R,NA,R,R,R,R,R,R,R,NA,NA,R,S,R,S,SRR6994996
ndaro,SAMN07450690,PDT000233425.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943592
ndaro,SAMN07450691,PDT000233426.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943591
ndaro,SAMN07450693,PDT000233418.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943589
ndaro,SAMN07450694,PDT000233416.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943590
ndaro,SAMN07450696,PDT000233415.1,test,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943586
ndaro,SAMN07450697,PDT000233413.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943585
ndaro,SAMN07450698,PDT000233411.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943584
ndaro,SAMN07450699,PDT000233412.1,test,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943583
ndaro,SAMN07450701,PDT000233424.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943580
ndaro,SAMN07450702,PDT000233410.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943581
ndaro,SAMN07450703,PDT000233409.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943582
ndaro,SAMN07450704,PDT000233408.1,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR5943578
ndaro,SAMN07602587,PDT000326682.1,train,R,S,R,R,NA,R,R,R,R,R,NA,NA,S,S,R,S,NA,NA,R,R,R,R,SRR6037654
ndaro,SAMN07602587,PDT000326682.1,train,R,S,R,R,NA,R,R,R,R,R,NA,NA,S,S,R,S,NA,NA,R,R,R,R,SRR6037655
ndaro,SAMN07602916,PDT000326684.1,test,R,R,R,R,NA,R,R,R,R,R,NA,NA,S,R,R,R,NA,NA,R,S,R,R,SRR6037656
ndaro,SAMN07602916,PDT000326684.1,test,R,R,R,R,NA,R,R,R,R,R,NA,NA,S,R,R,R,NA,NA,R,S,R,R,SRR6037659
ndaro,SAMN07602916,PDT000326684.1,test,R,R,R,R,NA,R,R,R,R,R,NA,NA,S,R,R,R,NA,NA,R,S,R,R,SRR6037660
ndaro,SAMN11054834,PDT000497533.1,test,NA,S,R,S,NA,S,R,R,NA,R,S,NA,S,R,S,R,NA,NA,R,S,NA,S,SRR8668707
ndaro,SAMN11054834,PDT000497533.1,test,NA,S,R,S,NA,S,R,R,NA,R,S,NA,S,R,S,R,NA,NA,R,S,NA,S,SRR8668708
nguyen,SAMN06437146,573.1322,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5386858
nguyen,SAMN06437147,573.1323,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,S,NA,SRR5386458
nguyen,SAMN06437148,573.13238,train,NA,R,NA,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386457
nguyen,SAMN06437149,573.13248,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5386456
nguyen,SAMN06437151,573.13266,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,NA,R,S,S,NA,SRR5386454
nguyen,SAMN06437152,573.13267,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5386453
nguyen,SAMN06437153,573.13274,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,NA,R,S,S,NA,SRR5386452
nguyen,SAMN06437154,573.13281,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,R,R,R,NA,SRR5386451
nguyen,SAMN06437155,573.1329,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,S,R,NA,SRR5386450
nguyen,SAMN06437156,573.133,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,R,NA,SRR5386449
nguyen,SAMN06437157,573.1331,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5386448
nguyen,SAMN06437164,573.13361,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386441
nguyen,SAMN06437165,573.13371,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,S,R,NA,SRR5386440
nguyen,SAMN06437166,573.13381,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,S,R,R,NA,SRR5386439
nguyen,SAMN06437167,573.13391,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,R,R,NA,SRR5386438
nguyen,SAMN06437168,573.13399,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386437
nguyen,SAMN06437169,573.13407,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5386436
nguyen,SAMN06437170,573.13418,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,S,R,NA,SRR5386435
nguyen,SAMN06437172,573.13452,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5386433
nguyen,SAMN06437173,573.13479,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5386432
nguyen,SAMN06437174,573.13488,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,S,R,NA,SRR5386431
nguyen,SAMN06437176,573.13523,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386429
nguyen,SAMN06437177,573.1353,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5386428
nguyen,SAMN06437178,573.13538,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,R,NA,SRR5386427
nguyen,SAMN06437179,573.13546,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,R,R,R,NA,SRR5386426
nguyen,SAMN06437180,573.1355,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,S,NA,SRR5386425
nguyen,SAMN06437181,573.13558,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5386424
nguyen,SAMN06437182,573.13576,train,NA,S,S,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,R,R,S,NA,SRR5386423
nguyen,SAMN06437183,573.13584,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5386422
nguyen,SAMN06437184,573.13603,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,R,S,NA,SRR5386421
nguyen,SAMN06437185,573.13632,train,NA,R,S,R,R,R,R,NA,R,NA,NA,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5386420
nguyen,SAMN06437187,573.13664,train,NA,S,S,R,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,NA,R,R,S,NA,SRR5386418
nguyen,SAMN06437188,573.13673,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,R,R,NA,SRR5386417
nguyen,SAMN06437189,573.13682,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,R,NA,SRR5386416
nguyen,SAMN06437190,573.13683,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,S,S,NA,SRR5386415
nguyen,SAMN06437191,573.13684,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5386414
nguyen,SAMN06437192,573.13688,train,NA,S,R,R,R,R,R,NA,R,NA,NA,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386413
nguyen,SAMN06437193,573.13694,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,S,S,NA,SRR5386412
nguyen,SAMN06437194,573.13702,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,S,S,NA,SRR5386411
nguyen,SAMN06437195,573.13712,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386410
nguyen,SAMN06437196,573.13722,train,NA,S,R,R,R,R,R,NA,R,NA,NA,R,S,R,R,R,NA,NA,R,S,S,NA,SRR5386409
nguyen,SAMN06437197,573.13733,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386408
nguyen,SAMN06437198,573.13743,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5386407
nguyen,SAMN06437199,573.13751,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,S,NA,SRR5386406
nguyen,SAMN06437200,573.13759,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5386405
nguyen,SAMN06437201,573.13766,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,S,R,R,NA,SRR5386404
nguyen,SAMN06437202,573.13773,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,R,NA,SRR5386403
nguyen,SAMN06437204,573.13797,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386401
nguyen,SAMN06437206,573.13808,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386399
nguyen,SAMN06437207,573.13813,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5386398
nguyen,SAMN06437208,573.13823,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5386397
nguyen,SAMN06437210,573.1384,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,S,NA,R,R,S,R,NA,SRR5386395
nguyen,SAMN06437211,573.13849,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386394
nguyen,SAMN06437212,573.13857,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386393
nguyen,SAMN06437213,573.13875,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5386392
nguyen,SAMN06437214,573.13884,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,R,R,NA,SRR5386391
nguyen,SAMN06437215,573.13893,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5386390
nguyen,SAMN06437216,573.13902,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5386389
nguyen,SAMN06437217,573.13912,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5386388
nguyen,SAMN06437218,573.1392,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386387
nguyen,SAMN06437219,573.13928,test,NA,S,R,R,R,R,R,NA,S,NA,S,S,R,S,R,S,NA,NA,S,S,R,NA,SRR5386386
nguyen,SAMN06437222,573.13942,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386383
nguyen,SAMN06437224,573.13959,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,R,S,R,S,NA,NA,R,R,S,NA,SRR5386381
nguyen,SAMN06437225,573.13964,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5386380
nguyen,SAMN06437226,573.13965,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,R,S,NA,SRR5386379
nguyen,SAMN06437227,573.13966,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5386378
nguyen,SAMN06437228,573.13967,train,NA,S,S,S,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,NA,R,R,S,NA,SRR5386377
nguyen,SAMN06437229,573.13968,train,NA,S,R,S,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,S,S,S,NA,SRR5386376
nguyen,SAMN06437230,573.13969,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,R,R,NA,SRR5386375
nguyen,SAMN06437231,573.1397,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386374
nguyen,SAMN06437232,573.13971,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,S,NA,SRR5386373
nguyen,SAMN06437233,573.13972,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5386372
nguyen,SAMN06437234,573.13973,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5386371
nguyen,SAMN06437235,573.13974,train,NA,R,R,R,R,R,R,NA,R,NA,NA,R,R,S,R,S,NA,R,R,S,R,NA,SRR5386370
nguyen,SAMN06437236,573.13975,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386369
nguyen,SAMN06437237,573.13976,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386368
nguyen,SAMN06437238,573.13977,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,R,NA,SRR5386367
nguyen,SAMN06437239,573.13978,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386366
nguyen,SAMN06437240,573.13979,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386365
nguyen,SAMN06437241,573.1398,test,NA,S,S,S,R,R,R,NA,S,NA,S,S,S,S,R,S,NA,R,R,S,S,NA,SRR5386364
nguyen,SAMN06437242,573.13981,train,NA,R,NA,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386363
nguyen,SAMN06437243,573.13982,train,NA,S,R,R,R,R,R,NA,R,NA,NA,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386362
nguyen,SAMN06437244,573.13983,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386361
nguyen,SAMN06437246,573.13984,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,R,R,NA,SRR5386359
nguyen,SAMN06437247,573.13985,train,NA,S,NA,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,R,R,NA,SRR5386358
nguyen,SAMN06437248,573.13986,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386357
nguyen,SAMN06437249,573.13987,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5386356
nguyen,SAMN06437250,573.13988,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,R,R,NA,SRR5386355
nguyen,SAMN06437251,573.13989,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386354
nguyen,SAMN06437252,573.1399,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,R,R,NA,SRR5386353
nguyen,SAMN06437253,573.13991,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386352
nguyen,SAMN06437254,573.13992,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5386351
nguyen,SAMN06437255,573.13993,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,S,R,NA,SRR5386350
nguyen,SAMN06437256,573.13994,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,R,R,NA,SRR5386349
nguyen,SAMN06437258,573.13995,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,S,S,S,S,NA,SRR5386347
nguyen,SAMN06437259,573.13996,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,S,R,R,R,NA,SRR5386346
nguyen,SAMN06437260,573.13997,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5386345
nguyen,SAMN06437261,573.13998,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5386344
nguyen,SAMN06437262,573.13999,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5386343
nguyen,SAMN06437263,573.14,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,R,NA,NA,R,S,R,NA,SRR5386342
nguyen,SAMN06437263,573.14,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,R,NA,NA,R,S,R,NA,SRR5387147
nguyen,SAMN06437264,573.14001,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,R,R,S,S,NA,SRR5386341
nguyen,SAMN06437265,573.14002,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,R,NA,NA,R,R,R,NA,SRR5386340
nguyen,SAMN06437266,573.14003,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,R,NA,SRR5386339
nguyen,SAMN06437267,573.14004,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5386338
nguyen,SAMN06437268,573.14005,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,NA,R,S,S,NA,SRR5386337
nguyen,SAMN06437269,573.14006,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5386336
nguyen,SAMN06437270,573.14007,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,S,NA,SRR5386335
nguyen,SAMN06437271,573.14008,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386334
nguyen,SAMN06437272,573.14009,train,NA,S,S,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,NA,R,S,S,NA,SRR5386333
nguyen,SAMN06437273,573.1401,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5386332
nguyen,SAMN06437274,573.14011,train,NA,S,R,R,R,R,R,NA,R,NA,NA,R,S,R,R,R,NA,R,R,S,S,NA,SRR5386331
nguyen,SAMN06437275,573.14012,train,NA,R,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,S,R,NA,SRR5386330
nguyen,SAMN06437276,573.14013,test,NA,S,S,S,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,R,S,R,S,NA,SRR5386329
nguyen,SAMN06437277,573.14014,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,R,R,NA,SRR5386328
nguyen,SAMN06437278,573.14015,train,NA,S,S,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,S,R,S,NA,SRR5386327
nguyen,SAMN06437279,573.14016,train,NA,S,S,R,R,R,R,NA,R,NA,S,S,R,S,R,S,NA,NA,R,S,S,NA,SRR5386326
nguyen,SAMN06437280,573.14017,train,NA,S,NA,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386325
nguyen,SAMN06437281,573.14018,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386324
nguyen,SAMN06437282,573.14019,train,NA,S,NA,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386323
nguyen,SAMN06437283,573.1402,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386322
nguyen,SAMN06437286,573.14022,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386319
nguyen,SAMN06437287,573.14023,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386318
nguyen,SAMN06437288,573.14024,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386317
nguyen,SAMN06437290,573.14026,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5386315
nguyen,SAMN06437291,573.14027,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,S,NA,SRR5386314
nguyen,SAMN06437292,573.14028,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,R,R,NA,SRR5386313
nguyen,SAMN06437293,573.14029,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,NA,R,R,R,NA,SRR5386312
nguyen,SAMN06437294,573.1403,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5386311
nguyen,SAMN06437295,573.14031,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,R,NA,NA,R,R,R,NA,SRR5386310
nguyen,SAMN06437296,573.14032,test,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,S,R,R,R,NA,SRR5386309
nguyen,SAMN06437298,573.14033,train,NA,R,S,R,R,R,R,NA,R,NA,NA,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386307
nguyen,SAMN06437299,573.14034,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,R,R,NA,SRR5386306
nguyen,SAMN06437300,573.14035,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386305
nguyen,SAMN06437301,573.14036,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,S,R,NA,SRR5386304
nguyen,SAMN06437302,573.14037,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,R,R,S,NA,SRR5386303
nguyen,SAMN06437303,573.14038,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386302
nguyen,SAMN06437304,573.14039,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386301
nguyen,SAMN06437305,573.1404,train,NA,S,NA,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,R,R,NA,SRR5386300
nguyen,SAMN06437306,573.14041,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,R,S,NA,SRR5386299
nguyen,SAMN06437307,573.14042,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,S,NA,SRR5386298
nguyen,SAMN06437308,573.14043,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,R,S,NA,SRR5386297
nguyen,SAMN06437309,573.14044,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5386296
nguyen,SAMN06437310,573.14045,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5386295
nguyen,SAMN06437312,573.14046,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,R,S,S,NA,SRR5386293
nguyen,SAMN06437313,573.14047,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,S,NA,SRR5386292
nguyen,SAMN06437314,573.14048,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,R,NA,R,R,R,S,NA,SRR5386291
nguyen,SAMN06437315,573.14049,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,R,NA,SRR5386290
nguyen,SAMN06437316,573.1405,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386289
nguyen,SAMN06437317,573.14051,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,S,R,R,NA,SRR5386288
nguyen,SAMN06437318,573.14052,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5386287
