PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),ciprofloxacin,clindamycin,erythromycin,fusidic_acid,methicillin,penicillin
1280.16759,,Staphylococcus aureus strain AR_0227,,,R,R,,,
1280.1676,,Staphylococcus aureus strain AR_0224,,,S,R,,,
1280.16761,,Staphylococcus aureus strain AR_0221,,,S,S,,,
1280.16762,,Staphylococcus aureus strain AR_0218,,,R,R,,,
1280.16763,,Staphylococcus aureus strain 0943-1505-2016,,R,R,R,S,,R
1280.16768,,Staphylococcus aureus strain AR_475,,,S,R,,,
1280.17656,,Staphylococcus aureus strain AR_0476,,,S,R,,,
1280.17671,,Staphylococcus aureus strain AR_474,,,R,R,,,
1280.335,"SRR1206476,SRR1206477,SRR1206478",Staphylococcus aureus strain NRS100,,S,S,S,,,
1280.7377,ERR418327,Staphylococcus aureus C00000799,26686880,R,R,R,S,R,R
1280.7383,ERR418516,Staphylococcus aureus C00003200,26686880,S,,S,R,S,R
1280.7384,ERR418522,Staphylococcus aureus C00003206,26686880,S,,S,S,S,R
1280.7391,ERR418666,Staphylococcus aureus C00003361,26686880,S,,S,S,S,R
1280.7392,ERR418525,Staphylococcus aureus C00003209,26686880,S,,S,R,S,S
1280.7399,ERR418777,Staphylococcus aureus C00007112,26686880,S,S,S,S,S,R
1280.7402,ERR418673,Staphylococcus aureus C00003368,26686880,S,,S,S,S,S
1280.7403,ERR418674,Staphylococcus aureus C00003369,26686880,S,,S,S,S,R
1280.7404,ERR418395,Staphylococcus aureus C00001452,26686880,S,S,S,S,S,R
1280.7405,ERR418396,Staphylococcus aureus C00001453,26686880,S,S,S,S,S,R
1280.7406,ERR418671,Staphylococcus aureus C00003366,26686880,S,,S,S,S,R
1280.7407,ERR418394,Staphylococcus aureus C00001451,26686880,S,S,S,S,S,R
1280.7408,ERR418328,Staphylococcus aureus C00000800,26686880,R,R,R,S,R,R
1280.7411,ERR418330,Staphylococcus aureus C00000806,26686880,R,R,R,S,R,R
1280.7413,ERR418331,Staphylococcus aureus C00000808,26686880,R,R,R,S,R,R
1280.7414,ERR418618,Staphylococcus aureus C00003309,26686880,S,,S,R,S,R
1280.7415,ERR418613,Staphylococcus aureus C00003304,26686880,S,,S,S,S,R
1280.7416,ERR418614,Staphylococcus aureus C00003305,26686880,S,,S,S,S,R
1280.7419,ERR418610,Staphylococcus aureus C00003301,26686880,R,,S,S,R,R
1280.742,ERR418611,Staphylococcus aureus C00003302,26686880,S,,S,R,S,R
1280.7422,ERR418489,Staphylococcus aureus C00003173,26686880,S,,S,S,S,R
1280.7424,ERR418490,Staphylococcus aureus C00003174,26686880,R,,R,R,R,R
1280.7429,ERR418601,Staphylococcus aureus C00003289,26686880,R,,R,S,R,R
1280.7432,ERR418596,Staphylococcus aureus C00003284,26686880,R,,R,S,R,R
1280.7433,ERR418599,Staphylococcus aureus C00003287,26686880,S,,S,R,S,R
1280.7435,ERR418593,Staphylococcus aureus C00003281,26686880,S,,S,S,S,R
1280.7436,ERR418592,Staphylococcus aureus C00003280,26686880,S,,S,S,S,R
1280.7438,ERR418594,Staphylococcus aureus C00003282,26686880,S,,S,S,S,S
1280.7439,ERR418740,Staphylococcus aureus C00007072,26686880,S,S,S,S,S,R
1280.744,ERR418741,Staphylococcus aureus C00007073,26686880,S,S,S,S,S,R
1280.7441,ERR418739,Staphylococcus aureus C00007071,26686880,S,S,S,S,S,R
1280.7443,ERR418744,Staphylococcus aureus C00007076,26686880,S,S,S,S,S,R
1280.7444,ERR418745,Staphylococcus aureus C00007077,26686880,R,R,R,S,R,R
1280.7445,ERR418742,Staphylococcus aureus C00007074,26686880,R,R,R,S,R,R
1280.7446,ERR418743,Staphylococcus aureus C00007075,26686880,S,S,S,S,S,R
1280.7447,ERR418746,Staphylococcus aureus C00007078,26686880,S,S,S,S,S,R
1280.7456,ERR418662,Staphylococcus aureus C00003357,26686880,R,,R,S,R,R
1280.7908,ERR410065,Staphylococcus aureus C00001106,26686880,S,,S,S,S,S
1280.7912,ERR410069,Staphylococcus aureus C00001110,26686880,S,,S,R,S,R
1280.7913,ERR410070,Staphylococcus aureus C00001111,26686880,S,,S,S,S,S
1280.7914,ERR410071,Staphylococcus aureus C00001112,26686880,S,,S,S,S,R
1280.7915,ERR410072,Staphylococcus aureus C00001113,26686880,S,,S,S,S,R
1280.7916,ERR410073,Staphylococcus aureus C00001114,26686880,S,,S,R,S,R
1280.7917,ERR410075,Staphylococcus aureus C00001116,26686880,S,,S,S,S,R
1280.792,ERR410078,Staphylococcus aureus C00001119,26686880,S,,S,S,S,R
1280.7922,ERR410080,Staphylococcus aureus C00001121,26686880,R,,S,S,S,R
1280.7923,ERR410081,Staphylococcus aureus C00001122,26686880,S,,S,S,S,R
1280.7925,ERR410085,Staphylococcus aureus C00001126,26686880,S,,S,S,S,R
1280.7928,ERR410088,Staphylococcus aureus C00001129,26686880,S,,S,S,S,R
1280.7929,ERR410089,Staphylococcus aureus C00001130,26686880,S,,S,S,S,R
1280.793,ERR410090,Staphylococcus aureus C00001131,26686880,S,,S,S,S,R
1280.7933,ERR410093,Staphylococcus aureus C00001134,26686880,S,,S,S,S,S
1280.7935,ERR410095,Staphylococcus aureus C00001136,26686880,S,,S,S,S,S
1280.7937,ERR410097,Staphylococcus aureus C00001138,26686880,R,,S,S,S,R
1280.7938,ERR410098,Staphylococcus aureus C00001139,26686880,R,,S,S,R,R
1280.7939,ERR410099,Staphylococcus aureus C00001140,26686880,S,,S,S,S,R
1280.794,ERR410102,Staphylococcus aureus C00001143,26686880,S,,S,S,S,S
1280.7941,ERR410101,Staphylococcus aureus C00001142,26686880,S,,S,S,S,R
1280.7944,ERR410104,Staphylococcus aureus C00001145,26686880,S,,S,S,S,R
1280.7946,ERR410107,Staphylococcus aureus C00001148,26686880,S,,S,R,S,R
1280.7948,ERR410109,Staphylococcus aureus C00001150,26686880,S,,R,S,S,R
1280.7949,ERR410110,Staphylococcus aureus C00001151,26686880,S,,S,S,S,R
1280.795,ERR410111,Staphylococcus aureus C00001152,26686880,S,,S,S,S,R
1280.7951,ERR410112,Staphylococcus aureus C00001153,26686880,S,,S,S,S,R
1280.7953,ERR410114,Staphylococcus aureus C00001155,26686880,S,,S,S,S,R
1280.7957,ERR410118,Staphylococcus aureus C00001159,26686880,S,,R,S,S,R
1280.7959,ERR410120,Staphylococcus aureus C00001161,26686880,S,,S,S,S,R
1280.796,ERR410122,Staphylococcus aureus C00001163,26686880,S,,S,S,S,R
1280.7961,ERR410123,Staphylococcus aureus C00001164,26686880,S,,S,R,S,S
1280.7962,ERR410124,Staphylococcus aureus C00001165,26686880,S,,S,S,S,R
1280.7964,ERR418850,Staphylococcus aureus C00001179,26686880,S,,S,S,S,S
1280.7965,ERR418851,Staphylococcus aureus C00001180,26686880,S,,S,S,S,R
1280.7966,ERR418852,Staphylococcus aureus C00001181,26686880,S,,S,S,S,R
1280.7968,ERR418854,Staphylococcus aureus C00001183,26686880,S,,S,S,S,R
1280.7969,ERR418855,Staphylococcus aureus C00001184,26686880,S,,S,S,S,S
1280.797,ERR418856,Staphylococcus aureus C00001185,26686880,S,,S,S,S,R
1280.7973,ERR418859,Staphylococcus aureus C00001188,26686880,S,,S,S,S,R
1280.7977,ERR418864,Staphylococcus aureus C00001193,26686880,S,,S,S,S,R
1280.7979,ERR418867,Staphylococcus aureus C00001196,26686880,S,,S,S,S,R
1280.798,ERR418866,Staphylococcus aureus C00001195,26686880,S,,S,S,S,R
1280.7983,ERR418870,Staphylococcus aureus C00001199,26686880,S,,S,S,S,R
1280.7985,ERR418872,Staphylococcus aureus C00001201,26686880,R,,R,S,R,R
1280.7986,ERR418873,Staphylococcus aureus C00001202,26686880,S,,S,S,S,R
1280.7987,ERR418874,Staphylococcus aureus C00001203,26686880,S,,S,S,S,S
1280.799,ERR418877,Staphylococcus aureus C00001206,26686880,S,,S,S,S,R
1280.7991,ERR418878,Staphylococcus aureus C00001207,26686880,S,,R,S,S,R
1280.7992,ERR418879,Staphylococcus aureus C00001208,26686880,S,,S,S,S,R
1280.7994,ERR418882,Staphylococcus aureus C00001211,26686880,S,,S,S,S,R
1280.7996,ERR418881,Staphylococcus aureus C00001210,26686880,S,,S,S,S,R
1280.7998,ERR418885,Staphylococcus aureus C00001214,26686880,S,,S,S,S,R
1280.8001,ERR418889,Staphylococcus aureus C00001218,26686880,S,,S,S,S,R
1280.8004,ERR418892,Staphylococcus aureus C00001221,26686880,R,,R,S,R,R
1280.8008,ERR418897,Staphylococcus aureus C00001226,26686880,R,,R,S,R,R
1280.8018,ERR418906,Staphylococcus aureus C00001235,26686880,R,,S,R,R,R
1280.8032,ERR418923,Staphylococcus aureus C00001252,26686880,S,,S,S,S,R
1280.8034,ERR418925,Staphylococcus aureus C00001254,26686880,S,,S,S,S,R
1280.8037,ERR418928,Staphylococcus aureus C00001257,26686880,S,,S,S,S,R
1280.8039,ERR418931,Staphylococcus aureus C00001260,26686880,S,,S,S,S,R
1280.804,ERR418932,Staphylococcus aureus C00001262,26686880,S,,S,S,S,R
1280.8042,ERR418934,Staphylococcus aureus C00001264,26686880,S,,S,S,S,R
1280.8043,ERR418935,Staphylococcus aureus C00001265,26686880,S,,S,S,S,R
1280.8044,ERR418936,Staphylococcus aureus C00001266,26686880,S,,S,S,S,R
1280.8046,ERR418938,Staphylococcus aureus C00001268,26686880,S,,S,S,S,R
1280.8047,ERR418939,Staphylococcus aureus C00001269,26686880,S,,S,S,S,R
1280.8051,ERR410126,Staphylococcus aureus C00001274,26686880,S,,S,S,S,R
1280.8052,ERR410127,Staphylococcus aureus C00001275,26686880,S,,S,S,S,S
1280.8053,ERR410129,Staphylococcus aureus C00001277,26686880,S,,S,S,S,R
1280.8054,ERR410130,Staphylococcus aureus C00001278,26686880,S,,S,S,S,R
1280.8055,ERR410131,Staphylococcus aureus C00001279,26686880,S,,S,S,S,R
1280.8056,ERR410132,Staphylococcus aureus C00001280,26686880,R,,R,S,R,R
1280.8059,ERR410135,Staphylococcus aureus C00001283,26686880,S,,S,S,S,R
1280.806,ERR410136,Staphylococcus aureus C00001284,26686880,S,,S,S,S,S
1280.8063,ERR418945,Staphylococcus aureus C00002621,26686880,S,,S,S,S,R
1280.8066,ERR418948,Staphylococcus aureus C00002624,26686880,R,,R,S,R,R
1280.8067,ERR418949,Staphylococcus aureus C00002625,26686880,S,,S,S,S,R
1280.807,ERR418952,Staphylococcus aureus C00012737,26686880,R,R,R,S,R,R
1280.8072,ERR418954,Staphylococcus aureus C00012739,26686880,R,R,R,S,R,R
1280.8073,ERR418955,Staphylococcus aureus C00012740,26686880,R,,R,S,R,R
1280.8075,ERR418957,Staphylococcus aureus C00012742,26686880,R,,R,S,R,R
1280.8076,ERR418958,Staphylococcus aureus C00012743,26686880,S,S,S,S,S,R
1280.8077,ERR418959,Staphylococcus aureus C00012744,26686880,R,,R,S,R,R
1280.8081,ERR418964,Staphylococcus aureus C00012749,26686880,S,S,S,S,S,S
1280.8084,ERR418967,Staphylococcus aureus C00012752,26686880,S,S,S,S,S,R
1280.8087,ERR418970,Staphylococcus aureus C00012755,26686880,S,S,S,S,S,S
1280.8088,ERR418971,Staphylococcus aureus C00012756,26686880,R,R,R,S,S,R
1280.8089,ERR418973,Staphylococcus aureus C00012758,26686880,S,S,S,S,S,S
1280.809,ERR418974,Staphylococcus aureus C00012759,26686880,R,R,R,S,S,R
1280.8093,ERR418977,Staphylococcus aureus C00012762,26686880,S,S,S,S,S,S
1280.8094,ERR418978,Staphylococcus aureus C00012763,26686880,S,,S,S,S,R
1280.8096,ERR418980,Staphylococcus aureus C00012765,26686880,S,,S,S,S,R
1280.8097,ERR418981,Staphylococcus aureus C00012766,26686880,S,S,S,S,S,R
1280.8098,ERR418982,Staphylococcus aureus C00012767,26686880,S,S,S,S,S,R
1280.8099,ERR418983,Staphylococcus aureus C00012768,26686880,S,,S,S,S,R
1280.81,ERR418984,Staphylococcus aureus C00012769,26686880,S,,S,S,S,S
1280.8101,ERR418985,Staphylococcus aureus C00012770,26686880,S,S,S,S,S,R
1280.8103,ERR418987,Staphylococcus aureus C00012772,26686880,S,S,S,S,S,R
1280.8105,ERR418989,Staphylococcus aureus C00012774,26686880,S,S,S,S,S,R
1280.8106,ERR418990,Staphylococcus aureus C00012775,26686880,S,R,R,R,S,S
1280.8107,ERR418991,Staphylococcus aureus C00012776,26686880,S,,R,R,S,S
1280.8108,ERR418992,Staphylococcus aureus C00012777,26686880,S,S,S,R,S,R
1280.8109,ERR418993,Staphylococcus aureus C00012778,26686880,S,S,S,S,S,R
1280.811,ERR418994,Staphylococcus aureus C00012779,26686880,S,,S,S,S,R
1280.8117,ERR419002,Staphylococcus aureus C00012787,26686880,S,S,S,S,S,R
1280.8118,ERR419003,Staphylococcus aureus C00012788,26686880,S,S,S,S,S,R
1280.8122,ERR419008,Staphylococcus aureus C00012793,26686880,S,,S,S,S,S
1280.8123,ERR419010,Staphylococcus aureus C00012795,26686880,S,,R,S,S,R
1280.8124,ERR419011,Staphylococcus aureus C00012796,26686880,S,,R,R,S,R
1280.8126,ERR419013,Staphylococcus aureus C00012798,26686880,S,,R,S,S,R
1280.8127,ERR419014,Staphylococcus aureus C00012799,26686880,S,S,S,S,S,R
1280.8129,ERR419016,Staphylococcus aureus C00012801,26686880,S,,S,S,S,R
1280.813,ERR419017,Staphylococcus aureus C00012802,26686880,S,,S,S,S,R
1280.8133,ERR419020,Staphylococcus aureus C00012805,26686880,S,S,S,S,S,R
1280.8134,ERR419021,Staphylococcus aureus C00012806,26686880,S,S,S,S,S,R
1280.8135,ERR419022,Staphylococcus aureus C00012807,26686880,S,S,S,S,S,R
1280.8136,ERR419023,Staphylococcus aureus C00012808,26686880,S,S,S,S,S,R
1280.8137,ERR419024,Staphylococcus aureus C00012809,26686880,S,S,S,S,S,R
1280.8138,ERR419025,Staphylococcus aureus C00012810,26686880,S,R,R,S,S,R
1280.8146,ERR419034,Staphylococcus aureus C00012819,26686880,S,S,S,R,S,R
1280.8147,ERR419035,Staphylococcus aureus C00012820,26686880,S,,S,S,S,R
1280.8149,ERR419037,Staphylococcus aureus C00012822,26686880,S,,S,S,S,R
1280.815,ERR419038,Staphylococcus aureus C00012823,26686880,S,R,R,S,S,R
1280.8151,ERR419039,Staphylococcus aureus C00012824,26686880,S,R,R,S,S,S
1280.8152,ERR419040,Staphylococcus aureus C00012825,26686880,S,S,S,S,S,R
1280.8154,ERR419042,Staphylococcus aureus C00012827,26686880,S,S,S,S,S,R
1280.8155,ERR419043,Staphylococcus aureus C00012828,26686880,S,S,S,S,S,R
1280.8157,ERR419045,Staphylococcus aureus C00012830,26686880,S,,S,S,S,S
1280.8158,ERR419046,Staphylococcus aureus C00012831,26686880,R,R,R,S,R,R
1280.8159,ERR419047,Staphylococcus aureus C00012832,26686880,S,,S,S,S,S
1280.816,ERR419048,Staphylococcus aureus C00012833,26686880,R,,R,S,R,R
1280.8161,ERR419049,Staphylococcus aureus C00012834,26686880,S,,R,S,S,S
1280.8162,ERR419050,Staphylococcus aureus C00012835,26686880,S,,S,S,S,R
1280.8166,ERR419054,Staphylococcus aureus C00013159,26686880,R,S,S,S,R,R
1280.8167,ERR419055,Staphylococcus aureus C00013160,26686880,S,S,S,S,S,R
1280.8168,ERR419056,Staphylococcus aureus C00013161,26686880,S,S,S,S,S,R
1280.8173,ERR419061,Staphylococcus aureus C00013166,26686880,R,R,R,S,R,R
1280.8175,ERR419063,Staphylococcus aureus C00013168,26686880,S,S,S,S,S,R
1280.8176,ERR419064,Staphylococcus aureus C00013169,26686880,S,S,S,S,S,S
1280.8177,ERR419065,Staphylococcus aureus C00013170,26686880,S,S,S,S,S,R
1280.8178,ERR419066,Staphylococcus aureus C00013171,26686880,S,S,S,S,S,R
1280.8179,ERR419067,Staphylococcus aureus C00013172,26686880,S,S,S,S,S,R
1280.8181,ERR419069,Staphylococcus aureus C00013174,26686880,S,,S,S,S,R
1280.8185,ERR419073,Staphylococcus aureus C00013178,26686880,S,S,S,S,S,S
1280.8186,ERR419074,Staphylococcus aureus C00013179,26686880,S,S,S,S,S,R
1280.8187,ERR419075,Staphylococcus aureus C00013180,26686880,S,R,R,S,S,R
1280.8188,ERR419076,Staphylococcus aureus C00013181,26686880,R,,R,S,R,R
1280.819,ERR419078,Staphylococcus aureus C00013183,26686880,S,S,S,R,S,R
1280.8193,ERR419081,Staphylococcus aureus C00013186,26686880,S,S,S,S,S,R
1280.8195,ERR419083,Staphylococcus aureus C00013188,26686880,S,S,S,S,S,R
1280.8196,ERR419084,Staphylococcus aureus C00013189,26686880,S,S,S,S,S,R
1280.8198,ERR419086,Staphylococcus aureus C00013191,26686880,S,S,S,S,S,R
1280.8202,ERR419090,Staphylococcus aureus C00013195,26686880,S,S,S,S,S,R
1280.8203,ERR419091,Staphylococcus aureus C00013196,26686880,R,S,S,S,S,R
1280.8206,ERR419094,Staphylococcus aureus C00013199,26686880,S,S,S,S,S,R
1280.8208,ERR419096,Staphylococcus aureus C00013201,26686880,S,S,S,S,S,R
1280.8209,ERR419097,Staphylococcus aureus C00013202,26686880,S,R,R,S,S,R
1280.821,ERR419098,Staphylococcus aureus C00013203,26686880,S,R,R,S,S,R
1280.8211,ERR419099,Staphylococcus aureus C00013204,26686880,R,S,S,S,S,R
1280.8212,ERR419100,Staphylococcus aureus C00013205,26686880,S,S,S,S,S,R
1280.8213,ERR419101,Staphylococcus aureus C00013206,26686880,S,S,S,S,S,R
1280.8217,ERR419105,Staphylococcus aureus C00013210,26686880,S,S,S,S,S,R
1280.8219,ERR419107,Staphylococcus aureus C00013212,26686880,R,,R,R,R,R
1280.8221,ERR419109,Staphylococcus aureus C00013214,26686880,S,S,S,R,S,R
1280.8222,ERR419110,Staphylococcus aureus C00013215,26686880,S,S,S,S,S,S
1280.8224,ERR419112,Staphylococcus aureus C00013217,26686880,R,R,R,S,R,R
1280.8229,ERR419118,Staphylococcus aureus C00013223,26686880,S,,S,S,S,R
1280.823,ERR419119,Staphylococcus aureus C00013224,26686880,S,,S,S,S,R
1280.8231,ERR419120,Staphylococcus aureus C00013225,26686880,S,,S,S,S,R
1280.8232,ERR419121,Staphylococcus aureus C00013226,26686880,S,,S,S,S,R
1280.8233,ERR419122,Staphylococcus aureus C00013227,26686880,S,,S,S,S,R
1280.8234,ERR419123,Staphylococcus aureus C00013228,26686880,S,,S,S,S,S
1280.8235,ERR419124,Staphylococcus aureus C00013229,26686880,S,,S,S,S,R
1280.8236,ERR419125,Staphylococcus aureus C00013230,26686880,S,,S,S,R,R
1280.8237,ERR419126,Staphylococcus aureus C00013231,26686880,S,,S,R,S,R
1280.8238,ERR419127,Staphylococcus aureus C00013232,26686880,S,,S,S,S,S
1280.8239,SRR2101499,Staphylococcus aureus C00013233,26686880,S,,S,S,S,R
1280.8242,ERR419130,Staphylococcus aureus C00013236,26686880,R,,R,S,R,R
1280.8245,ERR419133,Staphylococcus aureus C00013239,26686880,S,,S,S,S,R
1280.8246,ERR419134,Staphylococcus aureus C00013240,26686880,S,,S,S,S,R
1280.8249,ERR419137,Staphylococcus aureus C00013243,26686880,S,,S,S,S,R
1280.8254,ERR419142,Staphylococcus aureus C00013248,26686880,S,,S,R,S,R
1280.8255,ERR419143,Staphylococcus aureus C00013249,26686880,S,,S,S,S,R
1280.8256,ERR419144,Staphylococcus aureus C00013250,26686880,S,,S,S,S,R
1280.8259,ERR419147,Staphylococcus aureus C00013314,26686880,R,,S,S,R,R
1280.826,ERR419148,Staphylococcus aureus C00013315,26686880,S,,S,S,S,R
1280.8261,ERR419149,Staphylococcus aureus C00013316,26686880,S,,S,R,S,R
1280.8262,ERR419150,Staphylococcus aureus C00013317,26686880,S,,S,S,S,R
1280.8263,ERR419151,Staphylococcus aureus C00013318,26686880,S,,S,S,S,S
1280.8264,ERR419152,Staphylococcus aureus C00013319,26686880,S,,S,S,S,R
1280.8265,ERR419153,Staphylococcus aureus C00013320,26686880,S,,S,S,S,R
1280.8269,ERR419157,Staphylococcus aureus C00013324,26686880,S,,S,R,S,R
1280.827,ERR419158,Staphylococcus aureus C00013325,26686880,S,,S,S,S,R
1280.8271,ERR419159,Staphylococcus aureus C00013326,26686880,S,,R,S,S,R
1280.8275,ERR419163,Staphylococcus aureus C00013330,26686880,S,,S,S,S,R
1280.8276,ERR419164,Staphylococcus aureus C00013331,26686880,S,,S,S,S,R
1280.8281,ERR419169,Staphylococcus aureus C00013336,26686880,S,,S,S,S,S
1280.8282,ERR419170,Staphylococcus aureus C00013337,26686880,S,,S,S,S,R
1280.8283,ERR419171,Staphylococcus aureus C00013338,26686880,S,,S,S,S,R
1280.8285,ERR419173,Staphylococcus aureus C00013340,26686880,S,,S,S,S,R
1280.8286,ERR419174,Staphylococcus aureus C00013341,26686880,S,,S,S,S,R
1280.8289,ERR419177,Staphylococcus aureus C00013344,26686880,S,,S,S,S,R
1280.829,ERR419178,Staphylococcus aureus C00013345,26686880,S,,S,S,S,R
1280.8291,ERR419179,Staphylococcus aureus C00013346,26686880,S,,S,S,S,R
1280.8293,ERR419181,Staphylococcus aureus C00013348,26686880,S,,R,S,S,R
1280.8294,ERR419182,Staphylococcus aureus C00013349,26686880,S,,S,S,S,R
1280.8298,ERR419186,Staphylococcus aureus C00013353,26686880,S,,S,S,S,R
1280.8299,ERR419187,Staphylococcus aureus C00013354,26686880,S,,S,S,S,R
1280.83,ERR419188,Staphylococcus aureus C00013355,26686880,S,,R,S,S,S
1280.8304,ERR419193,Staphylococcus aureus C00013360,26686880,S,,S,S,S,S
1280.8305,ERR419194,Staphylococcus aureus C00013361,26686880,S,,S,S,S,R
1280.8306,ERR419195,Staphylococcus aureus C00013362,26686880,S,,S,S,S,R
1280.8309,ERR419199,Staphylococcus aureus C00013366,26686880,S,,S,S,S,R
1280.831,ERR419198,Staphylococcus aureus C00013365,26686880,S,,S,S,S,R
1280.8312,ERR419201,Staphylococcus aureus C00013368,26686880,R,,R,S,R,R
1280.8313,ERR419202,Staphylococcus aureus C00013369,26686880,S,,S,S,S,R
1280.8314,ERR419203,Staphylococcus aureus C00013370,26686880,S,,S,S,S,R
1280.8315,ERR419205,Staphylococcus aureus C00013372,26686880,S,,S,S,S,S
1280.8321,ERR419211,Staphylococcus aureus C00013378,26686880,S,,S,S,S,R
1280.8322,ERR419212,Staphylococcus aureus C00013379,26686880,S,,S,S,S,S
1280.8323,ERR419213,Staphylococcus aureus C00013380,26686880,S,,S,S,S,R
1280.8324,ERR419214,Staphylococcus aureus C00013381,26686880,R,,R,S,R,R
1280.8326,ERR419216,Staphylococcus aureus C00013383,26686880,S,,S,S,S,R
1280.8328,ERR419218,Staphylococcus aureus C00013385,26686880,S,,S,R,S,S
1280.8329,ERR419219,Staphylococcus aureus C00013386,26686880,S,,S,S,S,R
1280.833,ERR419220,Staphylococcus aureus C00013387,26686880,S,,S,S,S,R
1280.8332,ERR419222,Staphylococcus aureus C00013389,26686880,S,,S,S,S,R
1280.8335,ERR419225,Staphylococcus aureus C00013392,26686880,S,,S,S,S,S
1280.834,ERR419230,Staphylococcus aureus C00013397,26686880,S,,S,R,S,R
1280.8341,ERR419231,Staphylococcus aureus C00013398,26686880,S,,S,S,S,R
1280.8342,ERR419232,Staphylococcus aureus C00013399,26686880,S,,S,S,S,R
1280.8343,ERR419233,Staphylococcus aureus C00013400,26686880,S,,S,R,S,S
1280.8344,ERR419234,Staphylococcus aureus C00013401,26686880,S,,S,R,S,S
1280.8346,ERR419236,Staphylococcus aureus C00013403,26686880,S,,S,S,S,R
1280.8348,ERR419238,Staphylococcus aureus C00013405,26686880,S,,S,S,S,S
1280.835,ERR419240,Staphylococcus aureus C00013407,26686880,S,,S,S,S,R
1280.8352,ERR418529,Staphylococcus aureus C00003213,26686880,S,,S,S,S,R
1280.8353,ERR418661,Staphylococcus aureus C00003356,26686880,S,,S,S,S,R
1280.8354,ERR418528,Staphylococcus aureus C00003212,26686880,S,,S,S,S,S
1280.8357,ERR418774,Staphylococcus aureus C00007109,26686880,R,R,R,S,R,R
1280.8358,ERR418534,Staphylococcus aureus C00003219,26686880,S,,S,S,S,R
1280.8359,ERR418657,Staphylococcus aureus C00003352,26686880,S,,S,S,S,R
1280.836,ERR418658,Staphylococcus aureus C00003353,26686880,S,,S,S,S,S
1280.8361,ERR418526,Staphylococcus aureus C00003210,26686880,S,,S,S,S,R
1280.8362,ERR418656,Staphylococcus aureus C00003351,26686880,S,,S,R,S,R
1280.8363,ERR418773,Staphylococcus aureus C00007108,26686880,S,S,S,S,S,R
1280.8366,ERR418766,Staphylococcus aureus C00007101,26686880,R,R,R,S,R,R
1280.8367,ERR418772,Staphylococcus aureus C00007107,26686880,S,S,S,S,S,R
1280.8368,ERR418771,Staphylococcus aureus C00007106,26686880,R,R,R,S,R,R
1280.8369,ERR418769,Staphylococcus aureus C00007104,26686880,S,S,S,S,S,S
1280.837,ERR418765,Staphylococcus aureus C00007100,26686880,S,S,S,S,S,S
1280.8378,ERR418588,Staphylococcus aureus C00003276,26686880,S,,S,S,S,R
1280.8379,ERR418339,Staphylococcus aureus C00000820,26686880,R,R,R,S,R,R
1280.838,ERR418591,Staphylococcus aureus C00003279,26686880,S,,S,S,S,R
1280.8381,ERR418678,Staphylococcus aureus C00003373,26686880,S,,S,S,S,R
1280.8382,ERR418677,Staphylococcus aureus C00003372,26686880,S,,S,S,S,S
1280.8383,ERR418404,Staphylococcus aureus C00002661,26686880,S,S,S,S,S,R
1280.8384,ERR418405,Staphylococcus aureus C00002662,26686880,S,S,S,S,S,R
1280.8385,ERR418350,Staphylococcus aureus C00000837,26686880,R,S,S,S,R,R
1280.8388,ERR418347,Staphylococcus aureus C00000834,26686880,R,R,R,S,R,R
1280.8389,ERR418346,Staphylococcus aureus C00000831,26686880,R,R,R,S,R,R
1280.8392,ERR418351,Staphylococcus aureus C00000838,26686880,R,R,R,S,R,R
1280.8393,ERR418484,Staphylococcus aureus C00003168,26686880,R,,S,S,S,R
1280.8394,ERR418755,Staphylococcus aureus C00007089,26686880,R,R,R,S,R,R
1280.8396,ERR418476,Staphylococcus aureus C00003160,26686880,S,,S,S,S,R
1280.84,ERR418480,Staphylococcus aureus C00003164,26686880,S,,S,S,S,R
1280.8404,ERR418751,Staphylococcus aureus C00007083,26686880,R,R,R,S,R,R
1280.8405,ERR418621,Staphylococcus aureus C00003312,26686880,S,,S,S,S,R
1280.8406,ERR418749,Staphylococcus aureus C00007081,26686880,S,S,S,S,S,R
1280.8407,ERR418748,Staphylococcus aureus C00007080,26686880,S,S,S,S,S,R
1280.8408,ERR418754,Staphylococcus aureus C00007087,26686880,S,S,S,S,S,S
1280.8409,ERR418753,Staphylococcus aureus C00007086,26686880,R,R,R,S,R,R
1280.841,ERR418752,Staphylococcus aureus C00007085,26686880,S,S,S,S,S,R
1280.8411,ERR418608,Staphylococcus aureus C00003298,26686880,S,,S,S,S,R
1280.8412,ERR418609,Staphylococcus aureus C00003299,26686880,S,,S,S,S,R
1280.8415,ERR418606,Staphylococcus aureus C00003295,26686880,S,,S,S,S,R
1280.8418,ERR418603,Staphylococcus aureus C00003291,26686880,S,,S,S,S,R
1280.8419,ERR418511,Staphylococcus aureus C00003195,26686880,S,,S,S,S,R
1280.8421,ERR418513,Staphylococcus aureus C00003197,26686880,S,,S,S,S,R
1280.8423,ERR418506,Staphylococcus aureus C00003190,26686880,S,,R,S,S,R
1280.8424,ERR418509,Staphylococcus aureus C00003193,26686880,R,,R,S,R,R
1280.843,ERR418543,Staphylococcus aureus C00003228,26686880,S,,S,S,S,R
1280.8431,ERR418538,Staphylococcus aureus C00003223,26686880,R,,S,S,R,R
1280.8432,ERR418537,Staphylococcus aureus C00003222,26686880,S,,S,S,S,R
