study_accession,sample_accession,Acc_no,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Borstel.ID,DNA_libID,Org.ID,Country.of.origin,NGS.lineage,method,INH_pDST_all,RMP_pDST_all,EMB_pDST_all,PZA_pDST_all,AMK_pDST_all,CAP_pDST_all,KAN_pDST_all,MFX_pDST_all,LFX_pDST_all,INH_MIC,RMP_MIC,EMB_MIC,PZA_MIC,AMK_MIC,CAP_MIC,KAN_MIC,MFX_MIC,LFX_MIC,resist.profile
PRJEB48275,SAMEA10030227,ERS7708434,ERX7478345,ERR7910948,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910948/ERR7910948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910948/ERR7910948_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910948/14214-14_lib3628_nextseq_n0009_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910948/14214-14_lib3628_nextseq_n0009_151bp_R2.fastq.gz,NA,14-14214,14214-14_lib3628,19561 (44),Moldova,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,>10,>20,NA,NA,0.5,1.25,1.25,0.25,0.75,MDR
PRJEB48275,SAMEA10030065,ERS7708273,ERX7478346,ERR7910949,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910949/ERR7910949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910949/ERR7910949_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910949/14218-15_lib7370_nextseq_n0084_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910949/14218-15_lib7370_nextseq_n0084_151bp_R2.fastq.gz,NA,15-14218,14218-15_lib7370,01670016s10,Georgia,2.2.1,MGIT,R,R,R,R,S,S,R,S,S,3,>20,NA,NA,1,1.25,12.5,<=0.0625,<=0.188,preXDR
PRJEB48275,SAMEA10030066,ERS7708274,ERX7478347,ERR7910950,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910950/ERR7910950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910950/ERR7910950_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910950/14219-15_lib7371_nextseq_n0089_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910950/14219-15_lib7371_nextseq_n0089_151bp_R2.fastq.gz,NA,15-14219,14219-15_lib7371,01670017s10,Georgia,2.2.1,MGIT,R,R,R,R,S,S,S,R,R,10,>20,NA,NA,0.5,1.25,1.25,2.5,7.5,preXDR
PRJEB48275,SAMEA10030374,ERS7708581,ERX7478348,ERR7910951,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910951/ERR7910951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910951/ERR7910951_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910951/14928-16_lib13654_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910951/14928-16_lib13654_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14928,14928-16_lib13654,263,Moldova,2.2.1,MGIT,R,R,I,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030388,ERS7708595,ERX7478349,ERR7910952,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7910952/ERR7910952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7910952/ERR7910952_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910952/14929-16_lib13655_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910952/14929-16_lib13655_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14929,14929-16_lib13655,282,Moldova,4.2.1,MGIT,R,R,S,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,<=0.0625,<=0.188,preXDR
PRJEB48275,SAMEA10030392,ERS7708599,ERX7478350,ERR7910953,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7910953/ERR7910953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7910953/ERR7910953_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910953/14930-16_lib13656_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910953/14930-16_lib13656_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14930,14930-16_lib13656,288,Moldova,4.2.1,MGIT,R,R,S,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,<=0.0625,<=0.188,preXDR
PRJEB48275,SAMEA10030399,ERS7708606,ERX7478351,ERR7910954,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7910954/ERR7910954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7910954/ERR7910954_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910954/14931-16_lib12795_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910954/14931-16_lib12795_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14931,14931-16_lib12795,303,Moldova,4.2.1,MGIT,R,R,S,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,<=0.0625,<=0.188,preXDR
PRJEB48275,SAMEA10030400,ERS7708607,ERX7478352,ERR7910955,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7910955/ERR7910955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7910955/ERR7910955_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910955/14932-16_lib13650_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910955/14932-16_lib13650_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14932,14932-16_lib13650,304,Moldova,2.2.1,MGIT,R,R,R,R,S,S,R,S,S,3,>20,NA,NA,1,1.25,12.5,<=0.0625,0.375,preXDR
PRJEB48275,SAMEA10030401,ERS7708608,ERX7478353,ERR7910956,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7910956/ERR7910956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7910956/ERR7910956_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910956/14933-16_lib12803_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910956/14933-16_lib12803_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14933,14933-16_lib12803,305,Moldova,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,3,>20,NA,NA,0.5,2.5,1.25,0.125,<=0.188,MDR
PRJEB48275,SAMEA10030402,ERS7708609,ERX7478354,ERR7910957,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7910957/ERR7910957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7910957/ERR7910957_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910957/14934-16_lib12809_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910957/14934-16_lib12809_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14934,14934-16_lib12809,306,Moldova,4.2.1,MGIT,R,R,I,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,0.125,<=0.188,preXDR
PRJEB48275,SAMEA10030403,ERS7708610,ERX7478355,ERR7910958,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910958/ERR7910958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910958/ERR7910958_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910958/14935-16_lib12808_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910958/14935-16_lib12808_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14935,14935-16_lib12808,307,Moldova,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030404,ERS7708611,ERX7478356,ERR7910959,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910959/ERR7910959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910959/ERR7910959_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910959/14936-16_lib13657_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910959/14936-16_lib13657_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14936,14936-16_lib13657,308,Moldova,4.1.2.1,MGIT,S,R,S,S,S,S,S,S,S,0.025,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,mono
PRJEB48275,SAMEA10030405,ERS7708612,ERX7478357,ERR7910960,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910960/ERR7910960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910960/ERR7910960_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910960/14937-16_lib13651_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910960/14937-16_lib13651_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14937,14937-16_lib13651,310,Moldova,2.2.1,MGIT,R,R,R,S,R,R,R,S,S,3,>20,NA,NA,>40,5,>25,<=0.0625,0.375,preXDR
PRJEB48275,SAMEA10030406,ERS7708613,ERX7478358,ERR7910961,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910961/ERR7910961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910961/ERR7910961_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910961/14938-16_lib12807_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910961/14938-16_lib12807_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14938,14938-16_lib12807,311,Moldova,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,10,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030407,ERS7708614,ERX7478359,ERR7910962,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7910962/ERR7910962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7910962/ERR7910962_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910962/14939-16_lib12796_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910962/14939-16_lib12796_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14939,14939-16_lib12796,312,Moldova,4.2.1,MGIT,R,R,S,R,S,S,S,S,S,>10,>20,NA,NA,0.5,1.25,1.25,<=0.0625,0.375,MDR
PRJEB48275,SAMEA10030408,ERS7708615,ERX7478360,ERR7910963,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7910963/ERR7910963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7910963/ERR7910963_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910963/14942-16_lib12794_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910963/14942-16_lib12794_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14942,14942-16_lib12794,315,Moldova,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030409,ERS7708616,ERX7478361,ERR7910964,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7910964/ERR7910964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7910964/ERR7910964_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910964/14943-16_lib12804_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910964/14943-16_lib12804_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14943,14943-16_lib12804,316,Moldova,4.3.3,MGIT,R,R,R,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10030410,ERS7708617,ERX7478362,ERR7910965,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7910965/ERR7910965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7910965/ERR7910965_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910965/14944-16_lib12800_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910965/14944-16_lib12800_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14944,14944-16_lib12800,317,Moldova,4.2.1,MGIT,R,R,S,R,S,S,R,S,S,>10,>20,NA,NA,1,2.5,5,0.125,0.375,preXDR
PRJEB48275,SAMEA10030411,ERS7708618,ERX7478363,ERR7910966,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7910966/ERR7910966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7910966/ERR7910966_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910966/14946-16_lib12801_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910966/14946-16_lib12801_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14946,14946-16_lib12801,319,Moldova,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030412,ERS7708619,ERX7478364,ERR7910967,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7910967/ERR7910967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7910967/ERR7910967_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910967/14947-16_lib12793_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910967/14947-16_lib12793_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14947,14947-16_lib12793,320,Moldova,4.8,MGIT,S,S,S,S,S,S,S,S,S,0.025,<=0.125,NA,NA,0.5,1.25,1.25,0.125,0.375,DS
PRJEB48275,SAMEA10030413,ERS7708620,ERX7478365,ERR7910968,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910968/ERR7910968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910968/ERR7910968_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910968/14949-16_lib12799_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910968/14949-16_lib12799_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14949,14949-16_lib12799,322,Moldova,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,<=0.188,MDR
PRJEB48275,SAMEA10030414,ERS7708621,ERX7478366,ERR7910969,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910969/ERR7910969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910969/ERR7910969_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910969/14952-16_lib12792_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910969/14952-16_lib12792_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14952,14952-16_lib12792,328,Moldova,2.2.1.2,MGIT,S,S,S,S,S,S,S,S,S,0.025,<=0.125,NA,NA,0.5,1.25,2.5,0.25,0.375,DS
PRJEB48275,SAMEA10030415,ERS7708622,ERX7478367,ERR7910970,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910970/ERR7910970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910970/ERR7910970_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910970/14953-16_lib13653_nextseq_n0170_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910970/14953-16_lib13653_nextseq_n0170_151bp_R2.fastq.gz,NA,16-14953,14953-16_lib13653,329,Moldova,4.2.1,MGIT,R,R,R,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,<=0.0625,<=0.188,preXDR
PRJEB48275,SAMEA10030416,ERS7708623,ERX7478368,ERR7910971,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910971/ERR7910971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910971/ERR7910971_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910971/14954-16_lib12805_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910971/14954-16_lib12805_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14954,14954-16_lib12805,330,Moldova,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030417,ERS7708624,ERX7478369,ERR7910972,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7910972/ERR7910972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7910972/ERR7910972_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910972/14955-16_lib12811_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910972/14955-16_lib12811_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14955,14955-16_lib12811,331,Moldova,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,>10,>20,NA,NA,0.25,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030418,ERS7708625,ERX7478370,ERR7910973,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7910973/ERR7910973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7910973/ERR7910973_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910973/14956-16_lib12789_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910973/14956-16_lib12789_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14956,14956-16_lib12789,333,Moldova,4.2.1,MGIT,R,R,R,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,0.125,<=0.188,preXDR
PRJEB48275,SAMEA10030419,ERS7708626,ERX7478371,ERR7910974,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7910974/ERR7910974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7910974/ERR7910974_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910974/14957-16_lib12812_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910974/14957-16_lib12812_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14957,14957-16_lib12812,336,Moldova,4.2.1,MGIT,R,R,S,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,0.125,0.375,preXDR
PRJEB48275,SAMEA10030420,ERS7708627,ERX7478372,ERR7910975,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7910975/ERR7910975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7910975/ERR7910975_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910975/14960-16_lib12813_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910975/14960-16_lib12813_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14960,14960-16_lib12813,339,Moldova,2.2.1,MGIT,R,R,S,R,S,S,S,R,R,3,>20,NA,NA,0.5,1.25,2.5,2.5,7.5,preXDR
PRJEB48275,SAMEA10030421,ERS7708628,ERX7478373,ERR7910976,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7910976/ERR7910976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7910976/ERR7910976_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910976/14961-16_lib12790_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910976/14961-16_lib12790_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14961,14961-16_lib12790,344,Moldova,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030422,ERS7708629,ERX7478374,ERR7910977,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7910977/ERR7910977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7910977/ERR7910977_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910977/14963-16_lib12787_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910977/14963-16_lib12787_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14963,14963-16_lib12787,347,Moldova,4.2.1,MGIT,R,R,R,I,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,0.125,0.375,preXDR
PRJEB48275,SAMEA10030423,ERS7708630,ERX7478375,ERR7910978,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910978/ERR7910978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7910978/ERR7910978_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910978/14964-16_lib12788_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910978/14964-16_lib12788_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14964,14964-16_lib12788,349,Moldova,2.2.1,MGIT,R,R,S,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10030424,ERS7708631,ERX7478376,ERR7910979,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910979/ERR7910979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7910979/ERR7910979_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910979/14965-16_lib12798_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910979/14965-16_lib12798_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14965,14965-16_lib12798,350,Moldova,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10030425,ERS7708632,ERX7478377,ERR7910980,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910980/ERR7910980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7910980/ERR7910980_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910980/14966-16_lib12806_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910980/14966-16_lib12806_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14966,14966-16_lib12806,351,Moldova,4.2.1,MGIT,R,R,R,R,S,S,S,S,S,10,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10030426,ERS7708633,ERX7478378,ERR7910981,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910981/ERR7910981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7910981/ERR7910981_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910981/14967-16_lib12814_nextseq_n0163_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7910981/14967-16_lib12814_nextseq_n0163_151bp_R2.fastq.gz,NA,16-14967,14967-16_lib12814,352,Moldova,4.2.1,MGIT,R,R,S,S,S,S,R,S,S,>10,>20,NA,NA,0.5,1.25,5,<=0.0625,0.375,preXDR
