study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,submission_accession,tax_id,scientific_name,library_name,fastq_ftp,submitted_ftp,Sample,Source,RIF pDST-Deeplex,INH pDST-Deeplex,PZA pDST-Deeplex,EMB pDST-Deeplex,SM pDST-Deeplex,FQ pDST-Deeplex,KAN pDST-Deeplex,AMI pDST-Deeplex,CAP pDST-Deeplex,ETH pDST-Deeplex,LIN pDST-Deeplex,sample_alias
PRJEB25999,SAMEA3367555,ERS2400932,ERX2535470,ERR2516254,ERA1302722,1773,Mycobacterium tuberculosis,BE-52. Genoscreen. 11MY1029. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516254/ERR2516254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516254/ERR2516254_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516254/9057.1.518d687f96e076d3faaf84a49ad4c9a8.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516254/9057.2.bf921a2f451d8a64c6dda171940bd1b8.fq.gz,11MY1029,SBN TB Ref Center,R-R,R-R,R-R,S-R,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3368584,ERS2400935,ERX2535473,ERR2516257,ERA1302725,1773,Mycobacterium tuberculosis,BE-69. Genoscreen. 12MY1616. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516257/ERR2516257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516257/ERR2516257_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516257/9075.1.f997171c47b71eaabe37f275c2b14529.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516257/9075.2.51699f7e989f0c5db5dfd8f52db05a22.fq.gz,12MY1616,SBN TB Ref Center,R-R,R-R,S-S,R-R,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3368585,ERS2400936,ERX2535474,ERR2516258,ERA1302726,1773,Mycobacterium tuberculosis,BE-191. Genoscreen. 13MY1823. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516258/ERR2516258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516258/ERR2516258_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516258/9079.1.a266ee8bba9f1e68affe6170cf00c68e.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516258/9079.2.f6f6d017b400740d8394915449eec77f.fq.gz,13MY1823,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3368587,ERS2400938,ERX2535476,ERR2516260,ERA1302728,1773,Mycobacterium tuberculosis,BE-150. Genoscreen. 13MY1200. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516260/ERR2516260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516260/ERR2516260_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516260/9091.1.ee0ae96e66b9b7856372982a2ee549e0.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516260/9091.2.dbf191690c4c0611653aa0edc1c6cb17.fq.gz,13MY1200,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3368588,ERS2400939,ERX2535477,ERR2516261,ERA1302729,1773,Mycobacterium tuberculosis,BE-66. Genoscreen. 12MY1287. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516261/ERR2516261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516261/ERR2516261_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516261/9095.1.1034f9ba82b61ce4da77a787e8c6968f.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516261/9095.2.86287a6ecea18c6ac319e510ebf31e6b.fq.gz,12MY1287,SBN TB Ref Center,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NA
PRJEB25999,SAMEA3368589,ERS2400940,ERX2535478,ERR2516262,ERA1302730,1773,Mycobacterium tuberculosis,BE-187. Genoscreen. 13MY1715. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516262/ERR2516262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516262/ERR2516262_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516262/9109.1.c4f3b9ef08c997c855b2178998ac60a1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516262/9109.2.868759bf36b463c4c79017f63c5749c9.fq.gz,13MY1715,SBN TB Ref Center,S-S,S-S,R-R,S-S,ND,S-U,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3368594,ERS2400945,ERX2535483,ERR2516267,ERA1302735,1773,Mycobacterium tuberculosis,BE-138. Genoscreen. 13MY1108. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516267/ERR2516267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516267/ERR2516267_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516267/9172.1.825d1075e114578a8e6dfc3030814dc9.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516267/9172.2.15f159581fe60d951acfe8521ea3cd87.fq.gz,13MY1108,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3368595,ERS2400946,ERX2535484,ERR2516268,ERA1302736,1773,Mycobacterium tuberculosis,BE-203. Genoscreen. 13MY1995. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516268/ERR2516268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516268/ERR2516268_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516268/9178.1.3859650f3afe125f8c77b7cf93d21858.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516268/9178.2.1d136d60385ce49bec32a82a1eff7cff.fq.gz,13MY1995,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-U,ND,S-S,ND,NA
PRJEB25999,SAMEA3369657,ERS2400947,ERX2535485,ERR2516269,ERA1302737,1773,Mycobacterium tuberculosis,BE-182. Genoscreen. 13MY1584. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516269/ERR2516269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516269/ERR2516269_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516269/9185.1.ce1bc28d6d761db550fd572655eb5d1c.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516269/9185.2.63a88b73b6c200c724d76a20a37a6df3.fq.gz,13MY1584,SBN TB Ref Center,S-S,S-S,S-S,S-U,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3369658,ERS2400948,ERX2535486,ERR2516270,ERA1302738,1773,Mycobacterium tuberculosis,BE-62. Genoscreen. 12MY0570. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516270/ERR2516270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516270/ERR2516270_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516270/9202.1.3aff2f77a9a3098a2c2135f04d1d076c.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516270/9202.2.a9aef035bd911f1822506d116d3fa208.fq.gz,12MY0570,SBN TB Ref Center,R-R,R-R,R-U,R-R,ND,R-U,ND,R-R,ND,R-R,ND,NA
PRJEB25999,SAMEA3369660,ERS2400950,ERX2535488,ERR2516272,ERA1302740,1773,Mycobacterium tuberculosis,BE-144. Genoscreen. 13MY1141. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516272/ERR2516272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516272/ERR2516272_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516272/9225.1.90a6821fd825ab446132c206badcb188.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516272/9225.2.cacd37f0cc48f9a5be494cca49a860f4.fq.gz,13MY1141,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3369662,ERS2400952,ERX2535490,ERR2516274,ERA1302742,1773,Mycobacterium tuberculosis,BE-61. Genoscreen. 12MY0258. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516274/ERR2516274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516274/ERR2516274_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516274/9247.1.cc07fdb74fe5cc3ccaec9b5e822a2431.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516274/9247.2.4c78cd0bf8a385aef4296a3408290c89.fq.gz,12MY0258,SBN TB Ref Center,R-R,R-R,S-S,S-S,ND,S-S,ND,S-S,ND,R-R,ND,NA
PRJEB25999,SAMEA3369668,ERS2400958,ERX2535496,ERR2516280,ERA1302748,1773,Mycobacterium tuberculosis,BE-38. Genoscreen. 09MY0471. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516280/ERR2516280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516280/ERR2516280_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516280/9299.1.8903e1ebf442f3fefae6dcd29f8f7f05.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516280/9299.2.639967b6348e42d917afefd3e6fe84a8.fq.gz,09MY0471,SBN TB Ref Center,R-R,R-R,ND,R-R,ND,S-S,ND,ND,ND,ND,ND,NA
PRJEB25999,SAMEA3369674,ERS2400964,ERX2535502,ERR2516286,ERA1302754,1773,Mycobacterium tuberculosis,BE-72. Genoscreen. 12MY1761. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516286/ERR2516286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516286/ERR2516286_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516286/9325.1.6ee527003ba85ae9a401548e5c566100.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516286/9325.2.f3225bdab34b9da19bfb4d85d627d367.fq.gz,12MY1761,SBN TB Ref Center,R-R,R-R,S-S,R-R,ND,S-S,ND,S-S,ND,R-R,ND,NA
PRJEB25999,SAMEA3374102,ERS2400971,ERX2535509,ERR2516293,ERA1302761,1773,Mycobacterium tuberculosis,BE-170. Genoscreen. 13MY1437. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2516293/ERR2516293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2516293/ERR2516293_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516293/9365.1.37f414ef57cef6c409846b49af460d9e.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516293/9365.2.ff8398e637352e66d343ba9405041100.fq.gz,13MY1437,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-U,ND,NA
PRJEB25999,SAMEA3374103,ERS2400972,ERX2535510,ERR2516294,ERA1302762,1773,Mycobacterium tuberculosis,BE-139. Genoscreen. 13MY1111. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516294/ERR2516294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516294/ERR2516294_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516294/9366.1.f90a1c076370fb686fba071b64ada281.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516294/9366.2.7b5aa70a22cb6c9cf469353c70e092f0.fq.gz,13MY1111,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3374104,ERS2400973,ERX2535511,ERR2516295,ERA1302763,1773,Mycobacterium tuberculosis,BE-63. Genoscreen. 12MY0988. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516295/ERR2516295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516295/ERR2516295_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516295/9370.1.a9b47508655de1774d3fea65bb0d693a.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516295/9370.2.ba1bba966cd41dc4ee27b2d7264ac6b8.fq.gz,12MY0988,SBN TB Ref Center,R-R,R-R,S-S,S-R,ND,S-S,ND,S-S,ND,S-R,ND,NA
PRJEB25999,SAMEA3374105,ERS2400974,ERX2535512,ERR2516296,ERA1302764,1773,Mycobacterium tuberculosis,BE-210. Genoscreen. 13MY2069. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516296/ERR2516296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516296/ERR2516296_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516296/9372.1.4f59e59872a4e43fa41df407140edcf3.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516296/9372.2.cc0648e4c5752a4d709bb53f99ad9a19.fq.gz,13MY2069,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3374107,ERS2400976,ERX2535514,ERR2516298,ERA1302766,1773,Mycobacterium tuberculosis,BE-199. Genoscreen. 13MY1947. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516298/ERR2516298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516298/ERR2516298_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516298/9381.1.fc302835e48a934c82166a6cc1f2256b.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516298/9381.2.c3963f49df81990609680d07899e2ca8.fq.gz,13MY1947,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3374108,ERS2400977,ERX2535515,ERR2516299,ERA1302767,1773,Mycobacterium tuberculosis,BE-142. Genoscreen. 13MY1132. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516299/ERR2516299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516299/ERR2516299_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516299/9395.1.e948d97a14b23623685d2069bb26f6cd.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516299/9395.2.660a09c7bdd864a449e826249d8a0d07.fq.gz,13MY1132,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-U,ND,S-S,ND,NA
PRJEB25999,SAMEA3374109,ERS2400978,ERX2535516,ERR2516300,ERA1302768,1773,Mycobacterium tuberculosis,BE-178. Genoscreen. 13MY1561. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516300/ERR2516300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516300/ERR2516300_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516300/9399.1.7f768afaaf2ff0ec64f634a1633a8df6.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516300/9399.2.ff41bfbeb272a59a90a9afa8e812b531.fq.gz,13MY1561,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3374110,ERS2400979,ERX2535517,ERR2516301,ERA1302769,1773,Mycobacterium tuberculosis,BE-51. Genoscreen. 11MY0673. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516301/ERR2516301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516301/ERR2516301_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516301/9401.1.04663513cda74e106731877271165b2f.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516301/9401.2.4a8e3b391369c0a9f93ed399a8f268f5.fq.gz,11MY0673,SBN TB Ref Center,R-R,R-R,S-S,S-S,ND,S-S,ND,S-S,ND,R-R,ND,NA
PRJEB25999,SAMEA3374111,ERS2400980,ERX2535518,ERR2516302,ERA1302770,1773,Mycobacterium tuberculosis,BE-57. Genoscreen. 11MY1724. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516302/ERR2516302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516302/ERR2516302_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516302/9413.1.76e2fe4f4dc4223a557702f89652a7c8.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516302/9413.2.612fb0f3515fe9dd7f81a21c43c75e20.fq.gz,11MY1724,SBN TB Ref Center,R-R,R-R,R-R,R-R,ND,S-S,ND,S-U,ND,S-S,ND,NA
PRJEB25999,SAMEA3374113,ERS2400982,ERX2535520,ERR2516304,ERA1302772,1773,Mycobacterium tuberculosis,BE-207. Genoscreen. 13MY2044. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516304/ERR2516304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516304/ERR2516304_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516304/9436.1.931889ae1388b475622790a311a228ff.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516304/9436.2.6e2a5fddd1f6ae3110475aaed427bcb6.fq.gz,13MY2044,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3374114,ERS2400983,ERX2535521,ERR2516305,ERA1302773,1773,Mycobacterium tuberculosis,BE-168. Genoscreen. 13MY1412. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516305/ERR2516305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2516305/ERR2516305_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516305/9438.1.73207419db7dd850042c0cf714ed026c.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516305/9438.2.9fe483fe7e16ba66aeb60cff8ed4690b.fq.gz,13MY1412,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3374115,ERS2400984,ERX2535522,ERR2516306,ERA1302774,1773,Mycobacterium tuberculosis,BE-169. Genoscreen. 13MY1427. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516306/ERR2516306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2516306/ERR2516306_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516306/9447.1.c706a5b5b90fc5bf1de4c0436de8d484.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516306/9447.2.9f89e75de5e365b55d36bfde4a7ba928.fq.gz,13MY1427,SBN TB Ref Center,S-S,S-U,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3375493,ERS2400986,ERX2535524,ERR2516308,ERA1302776,1773,Mycobacterium tuberculosis,BE-75. Genoscreen. 13MY0049. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516308/ERR2516308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2516308/ERR2516308_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516308/9450.1.3af1d61516177d55f8b61aa63798e84e.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516308/9450.2.350b6d405c4321d9c6953d3f8e00220c.fq.gz,13MY0049,SBN TB Ref Center,R-R,R-R,R-R,R-R,ND,R-R,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3375494,ERS2400987,ERX2535525,ERR2516309,ERA1302777,1773,Mycobacterium tuberculosis,BE-205. Genoscreen. 13MY2019. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516309/ERR2516309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516309/ERR2516309_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516309/9468.1.4cae466255432791053ecfe99918e122.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516309/9468.2.8078f3ed4d4e14e100fa07530140b5f9.fq.gz,13MY2019,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3376850,ERS2400990,ERX2535528,ERR2516312,ERA1302780,1773,Mycobacterium tuberculosis,BE-136. Genoscreen. 13MY1099. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516312/ERR2516312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516312/ERR2516312_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516312/9493.1.d05ba8071c11467681ae5272c52c1371.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516312/9493.2.5007ab2848b22a926562ad6af65d6095.fq.gz,13MY1099,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3376855,ERS2400995,ERX2535533,ERR2516317,ERA1302785,1773,Mycobacterium tuberculosis,BE-204. Genoscreen. 13MY2005. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516317/ERR2516317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2516317/ERR2516317_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516317/9544.1.44f9f55cab5a7630b8b068cf29f264c6.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516317/9544.2.ee86163d846ceb6131ac3be5e614aa28.fq.gz,13MY2005,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3377030,ERS2400997,ERX2535535,ERR2516319,ERA1302787,1773,Mycobacterium tuberculosis,BE-166. Genoscreen. 13MY1369. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516319/ERR2516319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2516319/ERR2516319_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516319/9566.1.1aa4bbda637af7df644ed1271a25b2b6.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516319/9566.2.1dc5d27e7d72de3efa0d15c873aa656a.fq.gz,13MY1369,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3377035,ERS2401002,ERX2535540,ERR2516324,ERA1302792,1773,Mycobacterium tuberculosis,BE-189. Genoscreen. 13MY1804. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516324/ERR2516324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2516324/ERR2516324_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516324/9590.1.e154a91b8d86756bb67c6343d09fddc0.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516324/9590.2.91621e9a7e2eab86373c695b416d750d.fq.gz,13MY1804,SBN TB Ref Center,S-S,S-U,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3377752,ERS2401009,ERX2535547,ERR2516331,ERA1302799,1773,Mycobacterium tuberculosis,BE-208. Genoscreen. 13MY2046. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516331/ERR2516331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2516331/ERR2516331_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516331/9615.1.101aa62dc40237c8735a61a13b371c3f.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516331/9615.2.350e1778cdf8c6a925a83737f5cbad84.fq.gz,13MY2046,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3377753,ERS2401010,ERX2535548,ERR2516332,ERA1302800,1773,Mycobacterium tuberculosis,BE-148. Genoscreen. 13MY1184. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516332/ERR2516332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2516332/ERR2516332_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516332/9622.1.3271964cacfb26ecba81fcd7dce2bdb2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516332/9622.2.7de3db00b2ded50a40f6cd04e0627fd1.fq.gz,13MY1184,SBN TB Ref Center,S-S,S-S,S-S,S-S,ND,S-S,ND,S-S,ND,S-S,ND,NA
PRJEB25999,SAMEA3377754,ERS2401011,ERX2535549,ERR2516333,ERA1302801,1773,Mycobacterium tuberculosis,BE-53. Genoscreen. 11MY1044. 1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2516333/ERR2516333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2516333/ERR2516333_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516333/9629.1.b75223c7eebef19e91d274e8047335c9.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR251/ERR2516333/9629.2.0198283065145fee3445eb2004a340f9.fq.gz,11MY1044,SBN TB Ref Center,R-R,R-R,R-R,R-S,ND,S-S,ND,S-S,ND,S-R,ND,NA
