run_accession,study_accession,Accession No,tax_id,scientific_name,submitted_ftp,No.,Isolate ID,Depth of coverage,Lineage,Sub-lineage,RD,"NCBI BioProject 
accession no.",Isolate set,DR type,ofloxacin,gatifloxacin,levofloxacin,moxifloxacin
SRR5709918,PRJNA390471,SAMN07236249,1773,Mycobacterium tuberculosis,NA,2,WMB223,50.63,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,R,R
SRR5709919,PRJNA390471,SAMN07236248,1773,Mycobacterium tuberculosis,NA,1,WMB222,73.11,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,R,NA,NA
SRR5709920,PRJNA390471,SAMN07236352,1773,Mycobacterium tuberculosis,NA,102,WMB332,86.37,Indo-Oceanic,Lineage 1,(RD239),PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709921,PRJNA390471,SAMN07236353,1773,Mycobacterium tuberculosis,NA,103,WMB333,85.89,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709922,PRJNA390471,SAMN07236354,1773,Mycobacterium tuberculosis,NA,104,WMB334,147.03,East-Asian,Lineage 2.2.1.1,"(RD105,207,181,150)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709923,PRJNA390471,SAMN07236355,1773,Mycobacterium tuberculosis,NA,105,WMB335,196.62,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709924,PRJNA390471,SAMN07236348,1773,Mycobacterium tuberculosis,NA,98,WMB327,130.66,Indo-Oceanic,Lineage 1,(RD239),PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709925,PRJNA390471,SAMN07236349,1773,Mycobacterium tuberculosis,NA,99,WMB328,120.06,East-Asian,Lineage 2.1,(RD105),PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709926,PRJNA390471,SAMN07236350,1773,Mycobacterium tuberculosis,NA,100,WMB330,180.65,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709927,PRJNA390471,SAMN07236351,1773,Mycobacterium tuberculosis,NA,101,WMB331,101.97,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709928,PRJNA390471,SAMN07236529,1773,Mycobacterium tuberculosis,NA,186,WBB274,58.58,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709929,PRJNA390471,SAMN07236356,1773,Mycobacterium tuberculosis,NA,106,WMB336,129.26,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709930,PRJNA390471,SAMN07236357,1773,Mycobacterium tuberculosis,NA,107,WMB337,248.18,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709931,PRJNA390471,SAMN07236528,1773,Mycobacterium tuberculosis,NA,185,WBB273,60.43,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5709932,PRJNA390471,SAMN07236513,1773,Mycobacterium tuberculosis,NA,170,WBB257,57.34,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,XDR,R,S,R,R
SRR5709933,PRJNA390471,SAMN07236512,1773,Mycobacterium tuberculosis,NA,169,WBB256,52.75,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,R,NA,NA
SRR5709934,PRJNA390471,SAMN07236515,1773,Mycobacterium tuberculosis,NA,172,WBB259,52.23,East-Asian,Lineage 2.1,(RD105),PRJNA390471,training set,XDR,R,R,R,R
SRR5709935,PRJNA390471,SAMN07236514,1773,Mycobacterium tuberculosis,NA,171,WBB258,47.56,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,XDR,R,R,R,R
SRR5709938,PRJNA390471,SAMN07236511,1773,Mycobacterium tuberculosis,NA,168,WBB255,52.86,Euro-American,Lineage 4.3.4 & sublineages,"(pks15/1:7D, RD174)",PRJNA390471,training set,Pre-XDR,R,R,NA,NA
SRR5709948,PRJNA390471,SAMN07236253,1773,Mycobacterium tuberculosis,NA,6,WMB227,78.26,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,R,R
SRR5709949,PRJNA390471,SAMN07236252,1773,Mycobacterium tuberculosis,NA,5,WMB226,59.73,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,R,R
SRR5709950,PRJNA390471,SAMN07236419,1773,Mycobacterium tuberculosis,NA,165,WMB401,45.19,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709951,PRJNA390471,SAMN07236418,1773,Mycobacterium tuberculosis,NA,164,WMB400,208.38,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709952,PRJNA390471,SAMN07236421,1773,Mycobacterium tuberculosis,NA,167,WMB403,200.06,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709953,PRJNA390471,SAMN07236420,1773,Mycobacterium tuberculosis,NA,166,WMB402,181.27,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709960,PRJNA390471,SAMN07236536,1773,Mycobacterium tuberculosis,NA,191,WBB282,56.84,East-Asian,Lineage 2.2.2,"(RD105,207)",PRJNA390471,training set,XDR,R,R,R,R
SRR5709961,PRJNA390471,SAMN07236361,1773,Mycobacterium tuberculosis,NA,111,WMB341,147.5,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709962,PRJNA390471,SAMN07236360,1773,Mycobacterium tuberculosis,NA,110,WMB340,121.34,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709963,PRJNA390471,SAMN07236359,1773,Mycobacterium tuberculosis,NA,109,WMB339,45.49,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709964,PRJNA390471,SAMN07236358,1773,Mycobacterium tuberculosis,NA,108,WMB338,48.57,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709965,PRJNA390471,SAMN07236365,1773,Mycobacterium tuberculosis,NA,115,WMB346,48.89,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709966,PRJNA390471,SAMN07236364,1773,Mycobacterium tuberculosis,NA,114,WMB344,91.84,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709967,PRJNA390471,SAMN07236363,1773,Mycobacterium tuberculosis,NA,113,WMB343,54.41,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709968,PRJNA390471,SAMN07236362,1773,Mycobacterium tuberculosis,NA,112,WMB342,152.28,Indo-Oceanic,Lineage 1,(RD239),PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709969,PRJNA390471,SAMN07236367,1773,Mycobacterium tuberculosis,NA,117,WMB348,196.15,Euro-American,Lineage 4.5,"(pks15/1:7D, RD122)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709970,PRJNA390471,SAMN07236366,1773,Mycobacterium tuberculosis,NA,116,WMB347,254.4,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709988,PRJNA390471,SAMN07236289,1773,Mycobacterium tuberculosis,NA,42,WMB265,106.45,East-Asian,Lineage 2.2.2,"(RD105,207)",PRJNA390471,training set,Pre-XDR,S,S,S,R
SRR5709989,PRJNA390471,SAMN07236294,1773,Mycobacterium tuberculosis,NA,47,WMB270,53.65,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5709990,PRJNA390471,SAMN07236297,1773,Mycobacterium tuberculosis,NA,50,WMB274,67.91,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,R,S,S
SRR5709991,PRJNA390471,SAMN07236295,1773,Mycobacterium tuberculosis,NA,48,WMB271,100.48,East-Asian,Lineage 2.2.2,"(RD105,207)",PRJNA390471,training set,Pre-XDR,S,S,S,R
SRR5709992,PRJNA390471,SAMN07236343,1773,Mycobacterium tuberculosis,NA,93,WMB321,67.75,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709993,PRJNA390471,SAMN07236292,1773,Mycobacterium tuberculosis,NA,45,WMB268,82.39,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5709994,PRJNA390471,SAMN07236342,1773,Mycobacterium tuberculosis,NA,92,WMB320,194.6,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5709996,PRJNA390471,SAMN07236291,1773,Mycobacterium tuberculosis,NA,44,WMB267,193.41,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710007,PRJNA390471,SAMN07236338,1773,Mycobacterium tuberculosis,NA,88,WMB316,67.41,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5710008,PRJNA390471,SAMN07236310,1773,Mycobacterium tuberculosis,NA,63,WMB288,46.05,Indo-Oceanic,Lineage 1,(RD239),PRJNA390471,training set,Pre-XDR,R,S,R,R
SRR5710009,PRJNA390471,SAMN07236341,1773,Mycobacterium tuberculosis,NA,91,WMB319,137.9,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5710010,PRJNA390471,SAMN07236340,1773,Mycobacterium tuberculosis,NA,90,WMB318,166.29,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5710011,PRJNA390471,SAMN07236306,1773,Mycobacterium tuberculosis,NA,59,WMB284,70.28,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710012,PRJNA390471,SAMN07236307,1773,Mycobacterium tuberculosis,NA,60,WMB285,168.79,East-Asian,Lineage 2.2.1.2,"(RD105,207,181,142)",PRJNA390471,training set,FQR,R,S,R,R
SRR5710013,PRJNA390471,SAMN07236257,1773,Mycobacterium tuberculosis,NA,10,WMB232,111.96,Euro-American,"Lineage 4.2, 4.4, 4.7, H37Rv like and others",(pks15/1:7D),PRJNA390471,training set,FQR,R,S,S,S
SRR5710014,PRJNA390471,SAMN07236287,1773,Mycobacterium tuberculosis,NA,40,WMB263,66.35,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710015,PRJNA390471,SAMN07236286,1773,Mycobacterium tuberculosis,NA,39,WMB262,101.4,East-Asian,Lineage 2.2.2,"(RD105,207)",PRJNA390471,training set,Pre-XDR,S,S,S,R
SRR5710016,PRJNA390471,SAMN07236285,1773,Mycobacterium tuberculosis,NA,38,WMB261,218.6,East-Asian,Lineage 2.2.1.1,"(RD105,207,181,150)",PRJNA390471,training set,Pre-XDR,R,S,R,S
SRR5710017,PRJNA390471,SAMN07236284,1773,Mycobacterium tuberculosis,NA,37,WMB260,126,Euro-American,"Lineage 4.2, 4.4, 4.7, H37Rv like and others",(pks15/1:7D),PRJNA390471,training set,Pre-XDR,R,S,R,R
SRR5710018,PRJNA390471,SAMN07236283,1773,Mycobacterium tuberculosis,NA,36,WMB259,121.84,Indo-Oceanic,Lineage 1,(RD239),PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710019,PRJNA390471,SAMN07236282,1773,Mycobacterium tuberculosis,NA,35,WMB258,102.13,Euro-American,Lineage 4.8,"(pks15/1:7D, RD219)",PRJNA390471,training set,Pre-XDR,R,R,R,R
SRR5710020,PRJNA390471,SAMN07236281,1773,Mycobacterium tuberculosis,NA,34,WMB257,125.3,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710021,PRJNA390471,SAMN07236280,1773,Mycobacterium tuberculosis,NA,33,WMB256,151.34,East-Asian,Lineage 2.1,(RD105),PRJNA390471,training set,Pre-XDR,R,R,R,R
SRR5710022,PRJNA390471,SAMN07236279,1773,Mycobacterium tuberculosis,NA,32,WMB255,77.96,East-Asian,Lineage 2.1,(RD105),PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710023,PRJNA390471,SAMN07236278,1773,Mycobacterium tuberculosis,NA,31,WMB254,65.54,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,FQR,R,S,S,S
SRR5710024,PRJNA390471,SAMN07236311,1773,Mycobacterium tuberculosis,NA,64,WMB289,73.18,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR5710025,PRJNA390471,SAMN07236345,1773,Mycobacterium tuberculosis,NA,95,WMB324,216.19,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pan-S,S,S,S,S
SRR5710026,PRJNA390471,SAMN07236538,1773,Mycobacterium tuberculosis,NA,193,WBB284,58.21,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,Pre-XDR,R,R,R,R
SRR5710027,PRJNA390471,SAMN07236539,1773,Mycobacterium tuberculosis,NA,194,WBB285,54.13,East-Asian,Lineage 2.1,(RD105),PRJNA390471,training set,XDR,R,S,R,S
SRR5710028,PRJNA390471,SAMN07236540,1773,Mycobacterium tuberculosis,NA,195,WBB286,58.58,East-Asian,Lineage 2.2.1,"(RD105,207,181)",PRJNA390471,training set,XDR,R,R,R,R
SRR5710030,PRJNA390471,SAMN07236256,1773,Mycobacterium tuberculosis,NA,9,WMB231,113.25,East-Asian,special sublineage,"(RD105,142,150,181,207) assume Beijing special lineage",PRJNA390471,training set,Pre-XDR,R,S,S,S
SRR11662129,PRJNA613706,SAMN14417107,1773,Mycobacterium tuberculosis,NA,212,S_04758_57,326.16,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662136,PRJNA613706,SAMN14417102,1773,Mycobacterium tuberculosis,NA,247,S_04708_59,356.13,East-Asian,lineage2.2.1.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662138,PRJNA613706,SAMN14417100,1773,Mycobacterium tuberculosis,NA,220,S_04698_58,304.89,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662139,PRJNA613706,SAMN14417099,1773,Mycobacterium tuberculosis,NA,246,S_04674_59,368.01,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662140,PRJNA613706,SAMN14417098,1773,Mycobacterium tuberculosis,NA,208,M_04664_57,313.69,East-Asian,lineage2.2.1.1,RD105,PRJNA613706,validation set,XDR,R,NA,S,NA
SRR11662142,PRJNA613706,SAMN14416746,1773,Mycobacterium tuberculosis,NA,228,M00474_59,309.1,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662160,PRJNA613706,SAMN14417080,1773,Mycobacterium tuberculosis,NA,215,M04297_58,369.23,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662162,PRJNA613706,SAMN14417078,1773,Mycobacterium tuberculosis,NA,236,M04292_59,412.53,East-Asian,lineage2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662169,PRJNA613706,SAMN14417072,1773,Mycobacterium tuberculosis,NA,211,S_04073_57,396.91,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662179,PRJNA613706,SAMN14417063,1773,Mycobacterium tuberculosis,NA,207,M_03982_57,381.06,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662226,PRJNA613706,SAMN14417000,1773,Mycobacterium tuberculosis,NA,235,M02845_59,277.25,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662244,PRJNA613706,SAMN14416984,1773,Mycobacterium tuberculosis,NA,263,M_02756_60,463.11,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662250,PRJNA613706,SAMN14416870,1773,Mycobacterium tuberculosis,NA,201,M01547_57,368.47,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662258,PRJNA613706,SAMN14416863,1773,Mycobacterium tuberculosis,NA,270,S_01476_60,231.11,Euro-American,lineage4.5,None,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662259,PRJNA613706,SAMN14416862,1773,Mycobacterium tuberculosis,NA,256,M_01470_60,270.9,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662268,PRJNA613706,SAMN14416854,1773,Mycobacterium tuberculosis,NA,255,M_01428_60,242.38,East-Asian,lineage2.2.1.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662271,PRJNA613706,SAMN14416851,1773,Mycobacterium tuberculosis,NA,269,S_01421_60,276,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662277,PRJNA613706,SAMN14417278,1773,Mycobacterium tuberculosis,NA,214,S_40949,278.64,East-Asian,lineage2.1,lineage2,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662278,PRJNA613706,SAMN14417277,1773,Mycobacterium tuberculosis,NA,224,S_40868,370.47,East-Asian,lineage2.2.1,lineage2,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662281,PRJNA613706,SAMN14417275,1773,Mycobacterium tuberculosis,NA,213,M40543,372.66,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662290,PRJNA613706,SAMN14416763,1773,Mycobacterium tuberculosis,NA,251,M_00646_60,388.63,Indo-Oceanic,lineage1.1.1,RD239,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662295,PRJNA613706,SAMN14417262,1773,Mycobacterium tuberculosis,NA,196,M37446,362.82,Euro-American,lineage4.5,None,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662297,PRJNA613706,SAMN14417152,1773,Mycobacterium tuberculosis,NA,221,S_06053_58,306.61,East-Asian,lineage2.2.1.1,lineage2,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662313,PRJNA613706,SAMN14417137,1773,Mycobacterium tuberculosis,NA,239,M_05477_59,446.52,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662317,PRJNA613706,SAMN14417134,1773,Mycobacterium tuberculosis,NA,238,M_05472_59,421.08,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662319,PRJNA613706,SAMN14417132,1773,Mycobacterium tuberculosis,NA,237,M_05377_59,395.89,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,S,NA
SRR11662322,PRJNA613706,SAMN14416978,1773,Mycobacterium tuberculosis,NA,234,M02679_59,396.25,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662323,PRJNA613706,SAMN14416977,1773,Mycobacterium tuberculosis,NA,274,S_02654_60,381.73,East-Asian,lineage2.2.1.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662326,PRJNA613706,SAMN14416975,1773,Mycobacterium tuberculosis,NA,273,S_02617_60,404.46,East-Asian,lineage2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662327,PRJNA613706,SAMN14416974,1773,Mycobacterium tuberculosis,NA,233,M02580_59,339.72,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662329,PRJNA613706,SAMN14416972,1773,Mycobacterium tuberculosis,NA,262,M_02578_60,299.5,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662332,PRJNA613706,SAMN14416969,1773,Mycobacterium tuberculosis,NA,205,M02493_57,307.42,East-Asian,lineage2.2.1.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662334,PRJNA613706,SAMN14416967,1773,Mycobacterium tuberculosis,NA,243,S_02461_59,307.58,East-Asian,lineage2.2.1.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662344,PRJNA613706,SAMN14416850,1773,Mycobacterium tuberculosis,NA,268,S_01412_60,223.69,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662348,PRJNA613706,SAMN14416721,1773,Mycobacterium tuberculosis,NA,264,S_00190_60,310.12,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662352,PRJNA613706,SAMN14416843,1773,Mycobacterium tuberculosis,NA,232,M01374_59,278.19,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662362,PRJNA613706,SAMN14416834,1773,Mycobacterium tuberculosis,NA,231,M01286_59,373.48,Euro-American,lineage4.2.2,None,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662365,PRJNA613706,SAMN14416831,1773,Mycobacterium tuberculosis,NA,200,M01258_57,311.74,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662373,PRJNA613706,SAMN14416762,1773,Mycobacterium tuberculosis,NA,240,M_00644_59,355.96,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662388,PRJNA613706,SAMN14417243,1773,Mycobacterium tuberculosis,NA,197,M00138_57,312.24,Indo-Oceanic,lineage1.1.1,RD239,PRJNA613706,validation set,Pre-XDR,S,NA,R,NA
SRR11662394,PRJNA613706,SAMN14417129,1773,Mycobacterium tuberculosis,NA,250,S_05333_59,253.08,East-Asian,lineage2.2.1,lineage2,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662396,PRJNA613706,SAMN14417127,1773,Mycobacterium tuberculosis,NA,249,S_05250_59,308.98,Euro-American,lineage4.5,lineage4,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662407,PRJNA613706,SAMN14417117,1773,Mycobacterium tuberculosis,NA,248,S_05065_59,292.36,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,S,NA
SRR11662408,PRJNA613706,SAMN14416748,1773,Mycobacterium tuberculosis,NA,265,S_00523_60,44.69,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662413,PRJNA613706,SAMN14417112,1773,Mycobacterium tuberculosis,NA,216,M_04967_58,325.55,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662417,PRJNA613706,SAMN14416957,1773,Mycobacterium tuberculosis,NA,272,S_02409_60,409.29,East-Asian,lineage2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662431,PRJNA613706,SAMN14416945,1773,Mycobacterium tuberculosis,NA,204,M02287_57,361.8,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662434,PRJNA613706,SAMN14416942,1773,Mycobacterium tuberculosis,NA,203,M02257_57,328.74,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662445,PRJNA613706,SAMN14416824,1773,Mycobacterium tuberculosis,NA,230,M01220_59,380.6,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662450,PRJNA613706,SAMN14416819,1773,Mycobacterium tuberculosis,NA,254,M_01173_60,407.7,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662452,PRJNA613706,SAMN14416817,1773,Mycobacterium tuberculosis,NA,229,M01154_59,375.22,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662460,PRJNA613706,SAMN14416810,1773,Mycobacterium tuberculosis,NA,253,M_01032_60,413.37,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662463,PRJNA613706,SAMN14416807,1773,Mycobacterium tuberculosis,NA,199,M01027_57,311.06,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,S,NA
SRR11662478,PRJNA613706,SAMN14417045,1773,Mycobacterium tuberculosis,NA,244,S_03463_59,248.96,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662482,PRJNA613706,SAMN14417041,1773,Mycobacterium tuberculosis,NA,242,M_03424_59,350.82,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662501,PRJNA613706,SAMN14417024,1773,Mycobacterium tuberculosis,NA,206,M_03202_57,386.41,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662508,PRJNA613706,SAMN14417212,1773,Mycobacterium tuberculosis,NA,225,M00053_59,268.17,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662520,PRJNA613706,SAMN14417202,1773,Mycobacterium tuberculosis,NA,219,M_09838_58,323.53,Indo-Oceanic,lineage1.1.1,RD239,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662527,PRJNA613706,SAMN14416936,1773,Mycobacterium tuberculosis,NA,202,M02194_57,350.88,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662538,PRJNA613706,SAMN14416926,1773,Mycobacterium tuberculosis,NA,271,S_02118_60,434.23,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662562,PRJNA613706,SAMN14416795,1773,Mycobacterium tuberculosis,NA,252,M_00911_60,405.94,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662570,PRJNA613706,SAMN14417193,1773,Mycobacterium tuberculosis,NA,218,M_08595_58,282.51,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662588,PRJNA613706,SAMN14416754,1773,Mycobacterium tuberculosis,NA,276,S_00530_60,414.21,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662612,PRJNA613706,SAMN14417004,1773,Mycobacterium tuberculosis,NA,275,S_02942_60,310.42,Indo-Oceanic,lineage1.1.3,RD239,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
