PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),amikacin,capreomycin,ethambutol,ethionamide,isoniazid,kanamycin,moxifloxacin,ofloxacin,pyrazinamide,rifampin,streptomycin
1773.3045,ERR551646,Mycobacterium tuberculosis 5414-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3046,ERR553089,Mycobacterium tuberculosis 5426-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3047,ERR552460,Mycobacterium tuberculosis 5489-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3048,ERR552096,Mycobacterium tuberculosis 5494-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3049,ERR553155,Mycobacterium tuberculosis 5496-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.305,ERR552358,Mycobacterium tuberculosis 9048-05,25599400,R,S,R,,R,,,S,S,R,R
1773.305,ERR551125,Mycobacterium tuberculosis 5514-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3051,ERR551183,Mycobacterium tuberculosis 5530-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3052,ERR552624,Mycobacterium tuberculosis 5536-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3053,ERR553294,Mycobacterium tuberculosis 5568-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3054,ERR551829,Mycobacterium tuberculosis 5573-01,"2,668,688,026,116,180",,,S,,R,,,,S,R,R
1773.3055,ERR551750,Mycobacterium tuberculosis 5574-01,"2,668,688,026,116,180",,,S,,R,,,,S,R,R
1773.3056,ERR551670,Mycobacterium tuberculosis 5599-07,"2,668,688,026,116,180",,,S,,R,,,,S,S,S
1773.3057,ERR553039,Mycobacterium tuberculosis 5602-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3058,ERR552020,Mycobacterium tuberculosis 5603-05,"2,668,688,026,116,180",,,S,,R,,,,S,S,S
1773.3059,ERR552717,Mycobacterium tuberculosis 5607-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.306,ERR553090,Mycobacterium tuberculosis 5608-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3061,ERR551573,Mycobacterium tuberculosis 5608-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3062,ERR553254,Mycobacterium tuberculosis 5620-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3063,ERR550795,Mycobacterium tuberculosis 564-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3064,ERR552025,Mycobacterium tuberculosis 5647-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3065,ERR551752,Mycobacterium tuberculosis 5661-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3066,ERR552646,Mycobacterium tuberculosis 5696-05,"2,668,688,026,116,180",S,S,S,,R,,,,R,R,R
1773.3067,ERR550978,Mycobacterium tuberculosis 5713-06,"2,668,688,026,116,180",,,S,,R,,,,S,S,R
1773.3068,ERR553373,Mycobacterium tuberculosis 5720-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3069,ERR550711,Mycobacterium tuberculosis 5741-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.307,ERR552219,Mycobacterium tuberculosis 10812-03,25599400,,,,,R,,,,,R,R
1773.307,ERR552688,Mycobacterium tuberculosis 5746-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3071,ERR552914,Mycobacterium tuberculosis 5751-05,"2,668,688,026,116,180",,,S,,R,,,,S,S,R
1773.3072,ERR552057,Mycobacterium tuberculosis 5768-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3073,ERR550774,Mycobacterium tuberculosis 5806-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3074,ERR552018,Mycobacterium tuberculosis 5812-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3075,ERR552461,Mycobacterium tuberculosis 5828-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3076,ERR551481,Mycobacterium tuberculosis 5829-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3077,ERR551672,Mycobacterium tuberculosis 5865-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3078,ERR550944,Mycobacterium tuberculosis 5888-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3079,ERR552359,Mycobacterium tuberculosis 5917-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.308,ERR552194,Mycobacterium tuberculosis 7454-06,25599400,S,S,R,,R,,,S,R,R,R
1773.308,ERR551274,Mycobacterium tuberculosis 5918-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3081,ERR552788,Mycobacterium tuberculosis 5927-06,"2,668,688,026,116,180",,,S,,R,,,,S,S,S
1773.3082,ERR552154,Mycobacterium tuberculosis 593-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3083,ERR553256,Mycobacterium tuberculosis 596-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3084,ERR553078,Mycobacterium tuberculosis 5976-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3085,ERR553223,Mycobacterium tuberculosis 5977-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3086,ERR551396,Mycobacterium tuberculosis 5978-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3087,ERR551098,Mycobacterium tuberculosis 5982-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3088,ERR551487,Mycobacterium tuberculosis 5984-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3089,ERR551712,Mycobacterium tuberculosis 6010-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.309,"ERR552190,ERR552191",Mycobacterium tuberculosis 8662-05,25599400,,,S,,S,,,,S,S,R
1773.309,ERR553266,Mycobacterium tuberculosis 6028-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3091,ERR551813,Mycobacterium tuberculosis 6029-10,"2,668,688,026,116,180",,,S,,R,,,,S,S,R
1773.3092,ERR551720,Mycobacterium tuberculosis 6055-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3093,ERR551272,Mycobacterium tuberculosis 6060-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,R
1773.3094,ERR552544,Mycobacterium tuberculosis 6085-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3095,ERR551322,Mycobacterium tuberculosis 6103-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3096,ERR551096,Mycobacterium tuberculosis 6128-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3097,ERR551157,Mycobacterium tuberculosis 6140-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3098,ERR552587,Mycobacterium tuberculosis 6170-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3099,ERR550696,Mycobacterium tuberculosis 62-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.31*,,Mycobacterium tuberculosis UT205,22404577,,,S,,R,,,,S,S,S
1773.31,ERR552850,Mycobacterium tuberculosis 6213-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3101,ERR553392,Mycobacterium tuberculosis 6213-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3102,ERR551754,Mycobacterium tuberculosis 6225-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3103,ERR551960,Mycobacterium tuberculosis 6232-04,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3104,ERR551949,Mycobacterium tuberculosis 6236-04,"2,668,688,026,116,180",S,S,R,,R,,,,S,R,R
1773.3105,ERR552704,Mycobacterium tuberculosis 6243-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,R
1773.3106,ERR552294,Mycobacterium tuberculosis 6243-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3107,ERR552730,Mycobacterium tuberculosis 6244-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3108,ERR551579,Mycobacterium tuberculosis 6249-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3109,ERR551390,Mycobacterium tuberculosis 6273-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.311,ERR552141,Mycobacterium tuberculosis 966-95,25599400,,,R,,R,,,,R,R,
1773.311,ERR551901,Mycobacterium tuberculosis 6282-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3111,ERR551655,Mycobacterium tuberculosis 629-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3112,ERR552980,Mycobacterium tuberculosis 629-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3113,ERR551496,Mycobacterium tuberculosis 6321-01,"2,668,688,026,116,180",,,R,,R,,,,R,R,R
1773.3114,ERR552042,Mycobacterium tuberculosis 6323-01,"2,668,688,026,116,180",,,R,,R,,,,S,R,R
1773.3115,ERR553051,Mycobacterium tuberculosis 6335-05,"2,668,688,026,116,180",R,R,R,,R,,,,R,R,R
1773.3116,ERR552791,Mycobacterium tuberculosis 6337-05,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3117,ERR551121,Mycobacterium tuberculosis 6339-05,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3118,ERR552300,Mycobacterium tuberculosis 6355-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3119,ERR551084,Mycobacterium tuberculosis 6356-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.312,ERR552136,Mycobacterium tuberculosis 12615-95,25599400,,,R,,R,,,,R,R,R
1773.312,ERR551303,Mycobacterium tuberculosis 636-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3121,ERR552043,Mycobacterium tuberculosis 6372-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3122,ERR552737,Mycobacterium tuberculosis 6385-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3123,ERR551883,Mycobacterium tuberculosis 640-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3124,ERR551574,Mycobacterium tuberculosis 6424-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3125,ERR553362,Mycobacterium tuberculosis 6440-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3126,ERR551186,Mycobacterium tuberculosis 6451-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3127,ERR552858,Mycobacterium tuberculosis 6456-07,"2,668,688,026,116,180",,,S,,R,,,,S,S,S
1773.3128,ERR551541,Mycobacterium tuberculosis 6458-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3129,ERR550825,Mycobacterium tuberculosis 646-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,R
1773.313,"ERR552130,ERR552131",Mycobacterium tuberculosis 2280-07,25599400,,,S,,S,,,,S,S,S
1773.313,ERR552060,Mycobacterium tuberculosis 6483-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3131,ERR551346,Mycobacterium tuberculosis 6509-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3132,ERR551753,Mycobacterium tuberculosis 6511-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3133,ERR550893,Mycobacterium tuberculosis 6516-01,"2,668,688,026,116,180",,,R,,R,,,,S,R,R
1773.3134,ERR552611,Mycobacterium tuberculosis 6519-01,"2,668,688,026,116,180",,,S,,R,,,,S,R,R
1773.3135,ERR550730,Mycobacterium tuberculosis 6545-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3136,ERR552490,Mycobacterium tuberculosis 6550-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3137,ERR552375,Mycobacterium tuberculosis 6557-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3138,ERR551356,Mycobacterium tuberculosis 6570-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3139,ERR552577,Mycobacterium tuberculosis 6577-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.314,"ERR552086,ERR552087,ERR552088,ERR552089,ERR552090",Mycobacterium tuberculosis 10836-09,25599400,S,S,S,,R,,,S,S,R,R
1773.314,ERR552812,Mycobacterium tuberculosis 6578-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3141,ERR553023,Mycobacterium tuberculosis 6581-05,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3142,ERR550633,Mycobacterium tuberculosis 6581-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3143,ERR551540,Mycobacterium tuberculosis 6586-05,"2,668,688,026,116,180",R,R,R,,R,,,,R,R,R
1773.3144,ERR551719,Mycobacterium tuberculosis 659-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3145,ERR553036,Mycobacterium tuberculosis 6597-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3146,ERR552345,Mycobacterium tuberculosis 6629-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3147,ERR552276,Mycobacterium tuberculosis 6656-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3148,ERR552597,Mycobacterium tuberculosis 6663-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3149,ERR551012,Mycobacterium tuberculosis 6667-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.315,"ERR551990,ERR551991",Mycobacterium tuberculosis 3015-05,25599400,,,S,,S,,,,S,S,S
1773.315,ERR550767,Mycobacterium tuberculosis 6668-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3151,ERR550685,Mycobacterium tuberculosis 6688-04,"2,668,688,026,116,180",S,S,R,,R,,,,S,R,R
1773.3152,ERR550849,Mycobacterium tuberculosis 6689-04,"2,668,688,026,116,180",R,R,R,,R,,,,R,R,R
1773.3153,ERR551715,Mycobacterium tuberculosis 6689-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3154,ERR551461,Mycobacterium tuberculosis 6690-04,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3155,ERR552458,Mycobacterium tuberculosis 6691-04,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3156,ERR550915,Mycobacterium tuberculosis 6693-04,"2,668,688,026,116,180",S,S,R,,R,,,,S,R,R
1773.3157,ERR552510,Mycobacterium tuberculosis 6694-04,"2,668,688,026,116,180",R,R,R,,R,,,,S,R,R
1773.3158,ERR551478,Mycobacterium tuberculosis 6695-04,"2,668,688,026,116,180",R,R,,,R,,,,R,R,R
1773.3159,ERR552248,Mycobacterium tuberculosis 6699-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.316,"ERR551979,ERR551980,ERR551981,ERR551982,ERR551983",Mycobacterium tuberculosis 7187-09,25599400,,,S,,S,,,,,S,S
1773.316,ERR552724,Mycobacterium tuberculosis 6708-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3161,ERR550891,Mycobacterium tuberculosis 673-04,"2,668,688,026,116,180",R,R,R,,R,,,,S,R,S
1773.3162,ERR552047,Mycobacterium tuberculosis 674-04,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3163,ERR551802,Mycobacterium tuberculosis 6753-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3164,ERR552367,Mycobacterium tuberculosis 6754-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3165,ERR498375,Mycobacterium tuberculosis 6755-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3166,ERR550807,Mycobacterium tuberculosis 676-04,"2,668,688,026,116,180",R,R,R,,R,,,,R,R,S
1773.3167,ERR552080,Mycobacterium tuberculosis 677-04,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3168,ERR552410,Mycobacterium tuberculosis 678-04,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3169,ERR551684,Mycobacterium tuberculosis 6790-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.317,"ERR551977,ERR551978",Mycobacterium tuberculosis 1934-03,25599400,,,S,,S,,,,S,S,S
1773.317,ERR550828,Mycobacterium tuberculosis 6790-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3171,ERR551159,Mycobacterium tuberculosis 679-04,"2,668,688,026,116,180",S,S,S,,R,,,,R,R,R
1773.3172,ERR550802,Mycobacterium tuberculosis 6791-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,R
1773.3173,ERR551874,Mycobacterium tuberculosis 6791-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3174,ERR550983,Mycobacterium tuberculosis 6792-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3175,ERR551114,Mycobacterium tuberculosis 6792-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3176,ERR552076,Mycobacterium tuberculosis 6792-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3177,ERR551064,Mycobacterium tuberculosis 6793-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3178,ERR551345,Mycobacterium tuberculosis 6795-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3179,ERR552091,Mycobacterium tuberculosis 6810-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.318,"ERR551955,ERR551956,ERR551957",Mycobacterium tuberculosis 6844-06,25599400,S,S,R,,R,,,R,R,R,R
1773.318,ERR550818,Mycobacterium tuberculosis 6810-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3181,ERR552568,Mycobacterium tuberculosis 6811-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3182,ERR553068,Mycobacterium tuberculosis 683-05,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3183,ERR552561,Mycobacterium tuberculosis 684-06,"2,668,688,026,116,180",S,S,S,,R,,,,R,R,R
1773.3184,ERR551957,Mycobacterium tuberculosis 6844-06,"2,668,688,026,116,180",,,R,,R,,R,,R,R,R
1773.3185,ERR552940,Mycobacterium tuberculosis 685-05,"2,668,688,026,116,180",R,R,S,,R,,,,R,R,R
1773.3186,ERR551895,Mycobacterium tuberculosis 687-05,"2,668,688,026,116,180",S,S,S,,R,,,,R,R,R
1773.3187,ERR552065,Mycobacterium tuberculosis 687-06,"2,668,688,026,116,180",R,S,R,,R,,,,S,R,R
1773.3188,ERR550929,Mycobacterium tuberculosis 688-05,"2,668,688,026,116,180",S,S,S,,R,,,,R,R,R
1773.3189,ERR552927,Mycobacterium tuberculosis 688-06,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.319,"ERR551943,ERR551944,ERR551945",Mycobacterium tuberculosis 9052-05,25599400,S,S,R,,R,,,S,R,R,R
1773.319,ERR550880,Mycobacterium tuberculosis 6894-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3191,ERR551586,Mycobacterium tuberculosis 6894-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3192,ERR552693,Mycobacterium tuberculosis 6900-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3193,ERR552653,Mycobacterium tuberculosis 690-05,"2,668,688,026,116,180",R,R,R,,R,,,,R,R,R
1773.3194,ERR551827,Mycobacterium tuberculosis 691-05,"2,668,688,026,116,180",S,S,S,,R,,,,R,R,R
1773.3195,ERR552520,Mycobacterium tuberculosis 692-05,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3196,ERR551964,Mycobacterium tuberculosis 6922-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3197,ERR552924,Mycobacterium tuberculosis 6929-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3198,ERR552504,Mycobacterium tuberculosis 693-06,"2,668,688,026,116,180",R,R,R,,R,,,,R,R,R
1773.3199,ERR552687,Mycobacterium tuberculosis 6942-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.32,"ERR551934,ERR551935",Mycobacterium tuberculosis 1339-07,25599400,,,S,,S,,,,S,S,S
1773.32,ERR551000,Mycobacterium tuberculosis 695-06,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3201,ERR551397,Mycobacterium tuberculosis 695-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3202,ERR553019,Mycobacterium tuberculosis 6952-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3203,ERR550821,Mycobacterium tuberculosis 6956-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3204,ERR553181,Mycobacterium tuberculosis 696-05,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3205,ERR552293,Mycobacterium tuberculosis 6967-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3206,ERR552274,Mycobacterium tuberculosis 6975-01,"2,668,688,026,116,180",,S,R,,R,,,,S,R,R
1773.3207,ERR550961,Mycobacterium tuberculosis 6977-01,"2,668,688,026,116,180",,,R,,R,,,,S,R,R
1773.3208,ERR551947,Mycobacterium tuberculosis 698-05,"2,668,688,026,116,180",S,S,R,,R,,,,S,R,R
1773.3209,ERR552682,Mycobacterium tuberculosis 6981-01,"2,668,688,026,116,180",,,S,,R,,,,S,R,R
1773.321,ERR552966,Mycobacterium tuberculosis 700-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3211,ERR551251,Mycobacterium tuberculosis 701-05,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3212,ERR551816,Mycobacterium tuberculosis 702-05,"2,668,688,026,116,180",R,R,S,,R,,,,S,R,R
1773.3213,ERR552834,Mycobacterium tuberculosis 702-06,"2,668,688,026,116,180",S,S,R,,R,,,,R,R,R
1773.3214,ERR552628,Mycobacterium tuberculosis 7035-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3215,ERR552014,Mycobacterium tuberculosis 7036-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3216,ERR552953,Mycobacterium tuberculosis 7037-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3217,ERR551455,Mycobacterium tuberculosis 7038-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3218,ERR551596,Mycobacterium tuberculosis 704-05,"2,668,688,026,116,180",R,R,S,,R,,,,S,R,R
1773.3219,ERR553038,Mycobacterium tuberculosis 7043-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.322,"ERR551927,ERR551928",Mycobacterium tuberculosis 10737-02,25599400,,,S,,S,,,,S,S,S
1773.322,ERR551723,Mycobacterium tuberculosis 7043-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3221,ERR552028,Mycobacterium tuberculosis 7045-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3222,ERR551616,Mycobacterium tuberculosis 7056-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3223,ERR551771,Mycobacterium tuberculosis 706-05,"2,668,688,026,116,180",S,S,S,,R,,,,S,R,R
1773.3224,ERR551841,Mycobacterium tuberculosis 7068-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,R
1773.3225,ERR551279,Mycobacterium tuberculosis 7093-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3226,ERR552868,Mycobacterium tuberculosis 7093-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3227,ERR551504,Mycobacterium tuberculosis 7106-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3228,ERR552428,Mycobacterium tuberculosis 71-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3229,ERR551822,Mycobacterium tuberculosis 711-05,"2,668,688,026,116,180",S,S,R,,R,,,,S,R,R
1773.323,ERR551879,Mycobacterium tuberculosis 1232-02,25599400,,,S,,S,,,,S,S,S
1773.323,ERR552781,Mycobacterium tuberculosis 7113-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3231,ERR552418,Mycobacterium tuberculosis 712-05,"2,668,688,026,116,180",R,R,R,,R,,,,S,R,R
1773.3232,ERR550620,Mycobacterium tuberculosis 7126-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3233,ERR552819,Mycobacterium tuberculosis 713-05,"2,668,688,026,116,180",R,R,S,,R,,,,R,R,R
1773.3234,ERR552770,Mycobacterium tuberculosis 7132-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3235,ERR550950,Mycobacterium tuberculosis 7137-01,"2,668,688,026,116,180",,,R,,R,,,,S,R,R
1773.3236,ERR551259,Mycobacterium tuberculosis 714-05,"2,668,688,026,116,180",S,S,R,,R,,,,S,R,R
1773.3237,ERR551526,Mycobacterium tuberculosis 715-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3238,ERR551245,Mycobacterium tuberculosis 718-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3239,ERR553171,Mycobacterium tuberculosis 7194-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.324,"ERR551854,ERR551855",Mycobacterium tuberculosis 4296-09,25599400,,,S,,S,,,,,S,S
1773.324,ERR553066,Mycobacterium tuberculosis 7195-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3241,ERR553049,Mycobacterium tuberculosis 7204-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3242,ERR551340,Mycobacterium tuberculosis 7205-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3243,ERR550618,Mycobacterium tuberculosis 7206-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3244,ERR551103,Mycobacterium tuberculosis 7207-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3245,ERR551898,Mycobacterium tuberculosis 724-11,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3246,ERR551931,Mycobacterium tuberculosis 7258-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3247,ERR552656,Mycobacterium tuberculosis 7297-05,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3248,ERR553276,Mycobacterium tuberculosis 7301-08,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3249,ERR552508,Mycobacterium tuberculosis 733-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.325,"ERR551821,ERR551822",Mycobacterium tuberculosis 711-05,25599400,S,S,R,,R,,,S,S,R,R
1773.325,ERR552705,Mycobacterium tuberculosis 7333-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3251,ERR551143,Mycobacterium tuberculosis 7334-07,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3252,ERR550768,Mycobacterium tuberculosis 7342-12,"2,668,688,026,116,180",,,S,,S,,,,S,S,R
1773.3253,ERR552514,Mycobacterium tuberculosis 7349-05,"2,668,688,026,116,180",,,R,,R,,,,R,R,R
1773.3254,ERR553381,Mycobacterium tuberculosis 7350-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3255,ERR553262,Mycobacterium tuberculosis 735-10,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3256,ERR551442,Mycobacterium tuberculosis 7369-06,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.3257,ERR551522,Mycobacterium tuberculosis 7376-09,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
