Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Isolate ID,Collection_Date,Isolation_Source,Host_disease,Number of Bases,Number of Reads,Number of Assembled Contigs,Assembly Size (bp),N50,%GC,Fold Coverage,MLST,Capsule Locus Type,Meropenem Etest MIC (mg/L),Ertapenem Etest MIC (mg/L),Imipenem Etest MIC (mg/L)
SRR14532075,WGS,302,1581021038,PRJNA395086,SAMN17600169,Pathogen.cl,621665405,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876866,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE106,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE106,SRP319780,CRE-106,2012-09,urine,NA,1581021038,10470338,588,5965199,152566,56.67,265,ST258,KL107,>32,>32,16
SRR14532076,WGS,568,262973525,PRJNA395086,SAMN17600119,Pathogen.cl,173787673,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876865,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE017,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE017,SRP319780,CRE-017,2011-02,urine,NA,262973525,925456,152,5466294,118117,57.39,48,ST45,NA,1,4,0.5
SRR14532077,WGS,302,1547836976,PRJNA395086,SAMN17600168,Pathogen.cl,605324002,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876864,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE105,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE105,SRP319780,CRE-105,2012-09,bile,NA,1547836976,10250576,1000,6127472,127051,56.9,253,ST258,KL107,>32,>32,>32
SRR14532078,WGS,302,939485760,PRJNA395086,SAMN17600167,Pathogen.cl,358279850,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876863,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE104,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE104,SRP319780,CRE-104,2012-09,urine,NA,939485760,6221760,634,5843800,133969,57.08,161,ST258,KL107,8,>32,8
SRR14532079,WGS,302,408284370,PRJNA395086,SAMN17600166,Pathogen.cl,164352289,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876862,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE103,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE103,SRP319780,CRE-103,2012-09,urine,NA,408284370,2703870,261,5733450,137468,57.13,71,ST258,KL107,>32,>32,>32
SRR14532080,WGS,302,914755584,PRJNA395086,SAMN17600165,Pathogen.cl,374665125,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876861,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE102,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE102,SRP319780,CRE-102,2012-09,urine,NA,914755584,6057984,203,5916702,130290,56.57,155,ST258,KL107,4,8,>32
SRR14532081,WGS,447,348551146,PRJNA395086,SAMN07370818,Pathogen.cl,238059623,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876860,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE101,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE101,SRP319780,CRE-101,2012,skin and soft tissue,"Fasciitis\, Necrotizing",348551146,1559080,196,5624832,179578,57.22,62,ST1082,NA,>32,>32,4
SRR14532082,WGS,476,450990446,PRJNA395086,SAMN17600164,Pathogen.cl,324433193,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876859,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE100,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE100,SRP319780,CRE-100,2012-08,urine,NA,450990446,1893792,121,5941406,231253,56.8,76,ST258,KL107,4,8,8
SRR14532083,WGS,302,392179012,PRJNA395086,SAMN17600163,Pathogen.cl,158075139,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876858,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE099,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE099,SRP319780,CRE-099,2012-08,urine,NA,392179012,2597212,258,6130547,121578,56.67,64,ST258,KL107,4,4,8
SRR14532084,WGS,302,505393376,PRJNA395086,SAMN17600162,Pathogen.cl,211899832,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876857,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE098,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE098,SRP319780,CRE-098,2012-07,Non-bronchoscopic bronchoalveolar lavage,NA,505393376,3346976,232,5641727,114430,56.96,90,ST13,KL3,8,8,8
SRR14532085,WGS,302,1907524110,PRJNA395086,SAMN17600161,Pathogen.cl,786448227,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876856,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE096,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE096,SRP319780,CRE-096,2012-07,Non-bronchoscopic bronchoalveolar lavage,NA,1907524110,12632610,460,5921464,128890,56.96,322,ST258,KL107,8,>32,>32
SRR14532086,WGS,511,414199256,PRJNA395086,SAMN17600160,Pathogen.cl,295156019,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876855,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE095,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE095,SRP319780,CRE-095,2012-06,urine,NA,414199256,1619766,168,5942516,214747,56.91,70,ST258,KL107,4,>32,>32
SRR14532087,WGS,302,393758774,PRJNA395086,SAMN17600118,Pathogen.cl,166162100,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876854,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE013,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE013,SRP319780,CRE-013,2010-12,urine,NA,393758774,2607674,768,6136045,134034,56.78,64,ST258,KL107,4,8,8
SRR14532088,WGS,498,552449705,PRJNA395086,SAMN17600159,Pathogen.cl,385630262,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876853,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE094,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE094,SRP319780,CRE-094,2012-06,bronchoalveolar lavage,NA,552449705,2214564,140,5711058,207238,57.16,97,ST258,KL107,2,4,>32
SRR14532089,WGS,302,790966388,PRJNA395086,SAMN17600158,Pathogen.cl,320151514,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876852,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE091,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE091,SRP319780,CRE-091,2012-06,sputum,NA,790966388,5238188,539,5744104,124389,56.88,138,ST15,NA,2,8,16
SRR14532090,WGS,302,1227355180,PRJNA395086,SAMN17600157,Pathogen.cl,497243484,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876851,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE089,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE089,SRP319780,CRE-089,2012-05,urine,NA,1227355180,8128180,312,5908592,127177,56.98,208,ST258,KL107,2,>32,>32
SRR14532091,WGS,302,661310842,PRJNA395086,SAMN17600156,Pathogen.cl,261481570,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876850,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE088,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE088,SRP319780,CRE-088,2012-05,urine,NA,661310842,4379542,207,5872449,134034,56.98,113,ST258,KL107,2,8,16
SRR14532092,WGS,302,906804226,PRJNA395086,SAMN17600155,Pathogen.cl,390181214,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876849,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE087,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE087,SRP319780,CRE-087,2012-04,blood,Bacteremia,906804226,6005326,289,5864216,129657,56.98,155,ST258,KL107,4,16,4
SRR14532093,WGS,302,2472963240,PRJNA395086,SAMN14453493,Pathogen.cl,1031976309,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876848,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE085,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE085,SRP319780,CRE-085,NA,NA,NA,2472963240,16377240,747,5799170,141982,57.14,426,ST258,KL107,4,16,16
SRR14532094,WGS,302,371784348,PRJNA395086,SAMN17600154,Pathogen.cl,137913142,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876847,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE083,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE083,SRP319780,CRE-083,2012-04,sputum,NA,371784348,2462148,254,5531745,130048,57.18,67,ST15,KL112,4,>32,4
SRR14532095,WGS,302,650538200,PRJNA395086,SAMN17600153,Pathogen.cl,273183796,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876846,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE082,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE082,SRP319780,CRE-082,2012-03,urine,NA,650538200,4308200,389,5874685,130660,56.99,111,ST258,KL107,4,>32,8
SRR14532096,WGS,302,399576804,PRJNA395086,SAMN17600152,Pathogen.cl,162624572,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876845,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE081,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE081,SRP319780,CRE-081,2012-03,sputum,NA,399576804,2646204,320,5840836,129666,57.01,68,ST258,NA,2,16,4
SRR14532097,WGS,302,384320972,PRJNA395086,SAMN17600151,Pathogen.cl,168177735,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876844,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE078,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE078,SRP319780,CRE-078,2012-01,Non-bronchoscopic bronchoalveolar lavage,NA,384320972,2545172,357,5938364,134096,56.94,65,ST258,KL107,8,8,>32
SRR14532098,WGS,472,672466892,PRJNA395086,SAMN17600117,Pathogen.cl,440778237,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876843,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE010,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE010,SRP319780,CRE-010,2010-12,bronchoalveolar lavage,NA,672466892,2846990,131,5865820,261970,57.01,115,ST258,KL107,16,>32,2
SRR14532099,WGS,302,367106670,PRJNA395086,SAMN17600150,Pathogen.cl,142502641,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876842,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE074,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE074,SRP319780,CRE-074,2011-12,Wound/Abscess,NA,367106670,2431170,473,5900189,133091,56.97,62,ST258,KL107,16,>32,>32
SRR14532100,WGS,474,516296642,PRJNA395086,SAMN17600149,Pathogen.cl,369597559,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876841,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE070,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE070,SRP319780,CRE-070,2011-12,urine,NA,516296642,2174994,182,5960167,214747,56.92,87,ST258,KL107,>32,8,>32
SRR14532101,WGS,479,463543238,PRJNA395086,SAMN17600148,Pathogen.cl,331353384,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876840,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE068,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE068,SRP319780,CRE-068,2011-12,bronchoalveolar lavage,NA,463543238,1933066,134,5837225,334970,56.77,79,ST101,KL17,4,>32,1
SRR14532102,WGS,302,432291256,PRJNA395086,SAMN17600147,Pathogen.cl,177356829,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876839,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE067,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE067,SRP319780,CRE-067,2011-12,urine,NA,432291256,2862856,524,5948357,123851,57.01,73,ST258,KL107,8,8,8
SRR14532103,WGS,302,404006238,PRJNA395086,SAMN17600146,Pathogen.cl,170969410,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876838,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE066,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE066,SRP319780,CRE-066,2011-12,urine,NA,404006238,2675538,529,5558650,285386,57.3,73,ST16,NA,0.5,2,0.25
SRR14532104,WGS,455,520582444,PRJNA395086,SAMN17600145,Pathogen.cl,368832485,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876837,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE065,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE065,SRP319780,CRE-065,2011-12,bronchoalveolar lavage,NA,520582444,2284550,150,5798132,210520,56.47,90,ST15,KL24,2,4,4
SRR14532105,WGS,302,597256340,PRJNA395086,SAMN17600144,Pathogen.cl,249210966,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876836,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE062,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE062,SRP319780,CRE-062,2011-11,urine,NA,597256340,3955340,350,5972660,126390,56.91,100,ST258,KL107,>32,>32,>32
SRR14532106,WGS,473,400745143,PRJNA395086,SAMN17600143,Pathogen.cl,287372481,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876835,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE061,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE061,SRP319780,CRE-061,2011-11,bronchoalveolar lavage,NA,400745143,1692836,183,5920776,216118,56.95,68,ST258,KL107,4,16,16
SRR14532107,WGS,302,562079078,PRJNA395086,SAMN17600142,Pathogen.cl,230115998,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876834,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE060,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE060,SRP319780,CRE-060,2011-11,urine,NA,562079078,3722378,590,6005941,127177,56.64,94,ST258,KL107,4,8,8
SRR14532108,WGS,302,474118860,PRJNA395086,SAMN17600141,Pathogen.cl,193480102,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876833,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE059,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE059,SRP319780,CRE-059,2011-11,urine,NA,474118860,3139860,619,6131166,110178,56.82,77,ST258,KL107,4,8,16
SRR14532109,WGS,302,1171628932,PRJNA395086,SAMN17600116,Pathogen.cl,492021897,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876832,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE008,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE008,SRP319780,CRE-008,2010-11,urine,NA,1171628932,7759132,826,6130313,142585,56.68,191,ST258,KL107,2,2,16
SRR14532110,WGS,302,549903646,PRJNA395086,SAMN17600140,Pathogen.cl,230627072,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876831,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE058,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE058,SRP319780,CRE-058,2011-10,Non-bronchoscopic bronchoalveolar lavage,NA,549903646,3641746,568,5593968,330202,57.3,98,ST16,NA,1,2,0.25
SRR14532111,WGS,302,665928724,PRJNA395086,SAMN17600139,Pathogen.cl,277176546,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876830,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE057,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE057,SRP319780,CRE-057,2011-10,Non-bronchoscopic bronchoalveolar lavage,NA,665928724,4410124,345,6091621,130289,56.81,109,ST258,NA,16,>32,8
SRR14532112,WGS,302,668358918,PRJNA395086,SAMN17600138,Pathogen.cl,291690584,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876829,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE056,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE056,SRP319780,CRE-056,2011-10,bronchoalveolar lavage,NA,668358918,4426218,408,6117687,137517,56.79,109,ST258,KL107,4,16,8
SRR14532113,WGS,302,553341312,PRJNA395086,SAMN14453492,Pathogen.cl,227757229,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876828,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE055,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE055,SRP319780,CRE-055,NA,NA,NA,553341312,3664512,223,5640769,114430,56.96,98,ST13,KL3,16,>32,>32
SRR14532114,WGS,302,594471296,PRJNA395086,SAMN17600137,Pathogen.cl,252164225,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876827,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE052,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE052,SRP319780,CRE-052,2011-09,urine,NA,594471296,3936896,784,6044682,127177,56.96,98,ST258,NA,4,4,16
SRR14532115,WGS,302,399639318,PRJNA395086,SAMN17600136,Pathogen.cl,160888059,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876826,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE051,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE051,SRP319780,CRE-051,2011-09,Non-bronchoscopic bronchoalveolar lavage,NA,399639318,2646618,725,6040381,137377,56.9,66,ST258,KL107,8,8,16
SRR14532116,WGS,302,505117046,PRJNA395086,SAMN17600135,Pathogen.cl,211000332,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876825,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE050,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE050,SRP319780,CRE-050,2011-09,urine,NA,505117046,3345146,731,5986202,143063,56.7,84,ST258,KL107,>32,>32,4
SRR14532117,WGS,302,683017092,PRJNA395086,SAMN17600134,Pathogen.cl,275140390,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876824,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE049,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE049,SRP319780,CRE-049,2011-09,blood,Bacteremia,683017092,4523292,356,6096338,119157,56.8,112,ST258,KL107,4,8,16
