scientific_name,submitted_ftp,submitted_md5,sample_alias.x,country.x,fastq_ftp,fastq_md5,library_layout,shortFTP,sample_accession,Run,study_accession,analysis_accession,sample_alias.y,country.y,ciprofloxacin MIC,train_test
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448698/SAMEA104107490_Ecoli100uploadantibiogram.tsv,68997c613b4666021528d69b63c8e985,M0041-02-16-MC152,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995445/ERR1995445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995445/ERR1995445_2.fastq.gz,2a44847dc26e25f85c1527f53b9a97f9;3850063f8f233382d122a5cb9ae4bb23,PAIRED,SAMEA104107490_,SAMEA104107490,ERR1995445,PRJEB21131,ERZ448698,M0041-02-16-MC152,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448699/SAMEA104107491_Ecoli100uploadantibiogram.tsv,a8b84af8011cd30875196cd82e74b099,M0041-02-16-MC156,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995446/ERR1995446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995446/ERR1995446_2.fastq.gz,a138d7ef76ffc414fe3b1b2829f5ad03;2dfb8aa9c5b546c5d9fd316dd2db3166,PAIRED,SAMEA104107491_,SAMEA104107491,ERR1995446,PRJEB21131,ERZ448699,M0041-02-16-MC156,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448700/SAMEA104107492_Ecoli100uploadantibiogram.tsv,68bb6d5ecc3bc5412093bb6e704a7ab4,M0041-02-16-MC157,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995447/ERR1995447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995447/ERR1995447_2.fastq.gz,ee1868adaa065072618cf1dcf6cdb6dc;b29b5a32786cdfd82aa65389a7a35afd,PAIRED,SAMEA104107492_,SAMEA104107492,ERR1995447,PRJEB21131,ERZ448700,M0041-02-16-MC157,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448701/SAMEA104107493_Ecoli100uploadantibiogram.tsv,fcd8be4127161300bd7e32188890ca25,M0041-02-16-MC161,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995448/ERR1995448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995448/ERR1995448_2.fastq.gz,7f3d0398f91a3225286ac52e3b9f342b;6aa174bd9bbc2ff94c8f87b7011368c3,PAIRED,SAMEA104107493_,SAMEA104107493,ERR1995448,PRJEB21131,ERZ448701,M0041-02-16-MC161,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448702/SAMEA104107494_Ecoli100uploadantibiogram.tsv,bb117642b1e8fc969d83850e53add772,M0041-02-16-MC168,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995449/ERR1995449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995449/ERR1995449_2.fastq.gz,9e6d199b3c9b750a78ae8da7ffb27442;a8cd8639a6a9ffeadbf06cf170e9d8ed,PAIRED,SAMEA104107494_,SAMEA104107494,ERR1995449,PRJEB21131,ERZ448702,M0041-02-16-MC168,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448703/SAMEA104107495_Ecoli100uploadantibiogram.tsv,ff1fec79ee50fdb3c270375b695df80c,M0041-02-16-MC177,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995450/ERR1995450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995450/ERR1995450_2.fastq.gz,d1c158b3f2452c1643b49df1d2e9341e;04aea8747578cc0d4ed665ae6f3f17d3,PAIRED,SAMEA104107495_,SAMEA104107495,ERR1995450,PRJEB21131,ERZ448703,M0041-02-16-MC177,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448704/SAMEA104107496_Ecoli100uploadantibiogram.tsv,46359818e4cf86c9398a430904f8ed6a,M0041-02-16-MC181,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995451/ERR1995451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995451/ERR1995451_2.fastq.gz,4e702ca4cb7102f440b1d78fd66654ca;4c18e26c8616984f99bedb80ba1bfa2f,PAIRED,SAMEA104107496_,SAMEA104107496,ERR1995451,PRJEB21131,ERZ448704,M0041-02-16-MC181,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448705/SAMEA104107497_Ecoli100uploadantibiogram.tsv,ec2aa18f0b2a25cc68eb9bdcbf726d4d,M0041-02-16-MC183,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995452/ERR1995452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995452/ERR1995452_2.fastq.gz,7e566febe15b3cc1b4250ce255a11aea;92ccdef0e6f6ae759184274c58e32e27,PAIRED,SAMEA104107497_,SAMEA104107497,ERR1995452,PRJEB21131,ERZ448705,M0041-02-16-MC183,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448706/SAMEA104107498_Ecoli100uploadantibiogram.tsv,e7aa8d4d3d76bf495e5d857c6e7f53be,M0041-02-16-MC186,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995453/ERR1995453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995453/ERR1995453_2.fastq.gz,312219d5fc2aea7edd1289b7f4d07f2e;8bba0d1dc345eb4358be2b5dc6aca71a,PAIRED,SAMEA104107498_,SAMEA104107498,ERR1995453,PRJEB21131,ERZ448706,M0041-02-16-MC186,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448707/SAMEA104107499_Ecoli100uploadantibiogram.tsv,ada968c34b0b3a6282e0fe2e381021a2,M0041-02-16-MC187,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995454/ERR1995454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995454/ERR1995454_2.fastq.gz,24a855969767fca5ae19a80e2d32c1be;5cb78294e4898651bea5afb4f8399045,PAIRED,SAMEA104107499_,SAMEA104107499,ERR1995454,PRJEB21131,ERZ448707,M0041-02-16-MC187,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448708/SAMEA104107500_Ecoli100uploadantibiogram.tsv,042a77782ff515c0b31c9a0e9122bdb2,M0041-02-16-MC191,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995455/ERR1995455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995455/ERR1995455_2.fastq.gz,fbfcd80ad524c386a06283fef524a670;56e69a6443c52192c77607e059aa259f,PAIRED,SAMEA104107500_,SAMEA104107500,ERR1995455,PRJEB21131,ERZ448708,M0041-02-16-MC191,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448709/SAMEA104107501_Ecoli100uploadantibiogram.tsv,fe3a9dd9549b8f8c50661fb72dda9bbc,M0041-02-16-MC199,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995456/ERR1995456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995456/ERR1995456_2.fastq.gz,bcd70554d37135054a7965a337fd0d11;8854ef9a9b26face2f6ad218dcd4551e,PAIRED,SAMEA104107501_,SAMEA104107501,ERR1995456,PRJEB21131,ERZ448709,M0041-02-16-MC199,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448710/SAMEA104107502_Ecoli100uploadantibiogram.tsv,b8e91e7438945f890b05f88206c9700f,M0041-02-16-MC201,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995457/ERR1995457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995457/ERR1995457_2.fastq.gz,df2720824272c19db61c83ab4adcef68;aea2993306624ecab4d2c739f58db65e,PAIRED,SAMEA104107502_,SAMEA104107502,ERR1995457,PRJEB21131,ERZ448710,M0041-02-16-MC201,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448711/SAMEA104107503_Ecoli100uploadantibiogram.tsv,634815c499f031fca63a691aa2c0d30e,M0041-02-16-MC204,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995458/ERR1995458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995458/ERR1995458_2.fastq.gz,74e96e82147500b1a8a45fae1642f9d0;29440b1fb79b3a9970e3158a755bb84f,PAIRED,SAMEA104107503_,SAMEA104107503,ERR1995458,PRJEB21131,ERZ448711,M0041-02-16-MC204,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448712/SAMEA104107504_Ecoli100uploadantibiogram.tsv,b17a0a38900d0f6a7d2503d314301458,M0041-02-16-MC205,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995459/ERR1995459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995459/ERR1995459_2.fastq.gz,8bd43178ae0673945c0a2e35239a338e;19c70b054e6cace162a35cd8079f599b,PAIRED,SAMEA104107504_,SAMEA104107504,ERR1995459,PRJEB21131,ERZ448712,M0041-02-16-MC205,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448713/SAMEA104107505_Ecoli100uploadantibiogram.tsv,e91023a1f67a2648f591480adad3ce03,M0041-02-16-MC206,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995460/ERR1995460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995460/ERR1995460_2.fastq.gz,0d53d1b86deb5ca22892affd46ac7991;3e8e24fb58c7a61db5fcf306a4a1ae63,PAIRED,SAMEA104107505_,SAMEA104107505,ERR1995460,PRJEB21131,ERZ448713,M0041-02-16-MC206,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448714/SAMEA104107506_Ecoli100uploadantibiogram.tsv,d384b177cd9bf9a8b2380b8a063012f7,M0041-02-16-MC207,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995461/ERR1995461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995461/ERR1995461_2.fastq.gz,41200394aebdbc801ac52348e2127bb3;4be9c7ce783b93be06220dd352a71096,PAIRED,SAMEA104107506_,SAMEA104107506,ERR1995461,PRJEB21131,ERZ448714,M0041-02-16-MC207,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448715/SAMEA104107507_Ecoli100uploadantibiogram.tsv,1c1774cb4b71f09da8f4b3fb3da4ce46,M0041-02-16-MC218,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995462/ERR1995462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995462/ERR1995462_2.fastq.gz,f90ea8b12a1f4fa885669df381cb0ed0;4c23291d6df08bbded8dfdbcf20fb208,PAIRED,SAMEA104107507_,SAMEA104107507,ERR1995462,PRJEB21131,ERZ448715,M0041-02-16-MC218,United Kingdom,0.03,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448716/SAMEA104107508_Ecoli100uploadantibiogram.tsv,8a305d1056380737e7c29180d08f4fe6,M0041-02-16-MC221,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995463/ERR1995463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995463/ERR1995463_2.fastq.gz,4c8e743a1a8fa5bf53338f3c88a5c313;38efec9a90ca2786bb8ee8cc076f2a68,PAIRED,SAMEA104107508_,SAMEA104107508,ERR1995463,PRJEB21131,ERZ448716,M0041-02-16-MC221,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448717/SAMEA104107509_Ecoli100uploadantibiogram.tsv,51b7e6b900ccbb9ad2d517d61138a27d,M0041-02-16-MC224,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995464/ERR1995464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995464/ERR1995464_2.fastq.gz,61481fbdc2bdf020cfd45509768518d5;c06997640e3d909c66c6bb06334851b9,PAIRED,SAMEA104107509_,SAMEA104107509,ERR1995464,PRJEB21131,ERZ448717,M0041-02-16-MC224,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448718/SAMEA104107510_Ecoli100uploadantibiogram.tsv,b991640f7cb75996bd69b758db04011d,M0041-02-16-MC225,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995465/ERR1995465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995465/ERR1995465_2.fastq.gz,8ca4634441ab2949baae8831ba14bbf8;4d7f54d9b5e544d7778b676548129a11,PAIRED,SAMEA104107510_,SAMEA104107510,ERR1995465,PRJEB21131,ERZ448718,M0041-02-16-MC225,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448719/SAMEA104107511_Ecoli100uploadantibiogram.tsv,937720645566acee5b2554455e988edf,M0041-02-16-MC226,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995466/ERR1995466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995466/ERR1995466_2.fastq.gz,f55aea216b9d64ac86e9883f89c255b2;e7f6de59a64395330f531704a4d157ad,PAIRED,SAMEA104107511_,SAMEA104107511,ERR1995466,PRJEB21131,ERZ448719,M0041-02-16-MC226,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448720/SAMEA104107512_Ecoli100uploadantibiogram.tsv,c612e762cce2fbdb1e4cc48f5ee44a57,M0041-02-16-MC227,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995467/ERR1995467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995467/ERR1995467_2.fastq.gz,e99c93f297c09c6811f7aebb4c8b1dbb;1bb5053adc49c48111f236b8e0c4465d,PAIRED,SAMEA104107512_,SAMEA104107512,ERR1995467,PRJEB21131,ERZ448720,M0041-02-16-MC227,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448721/SAMEA104107513_Ecoli100uploadantibiogram.tsv,ddf4d60f43745ebef81d2cccabda5f9a,M0041-02-16-MC228,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995468/ERR1995468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995468/ERR1995468_2.fastq.gz,534ace17d35a9b875d5fb7e9fdf7f3b1;f103ed355d9c5a9e3edd6beacdc88eae,PAIRED,SAMEA104107513_,SAMEA104107513,ERR1995468,PRJEB21131,ERZ448721,M0041-02-16-MC228,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448722/SAMEA104107514_Ecoli100uploadantibiogram.tsv,c439313d77e05c2f0528a5584bf1812d,M0041-02-16-MC229,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995469/ERR1995469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995469/ERR1995469_2.fastq.gz,872b148b3fa4b043964b1f964bd44ca8;152b3198c493ef775655bb21f221bf20,PAIRED,SAMEA104107514_,SAMEA104107514,ERR1995469,PRJEB21131,ERZ448722,M0041-02-16-MC229,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448723/SAMEA104107515_Ecoli100uploadantibiogram.tsv,7e442ced3c16a2580e3ab9297ea0340f,M0041-02-16-MC237,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995470/ERR1995470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995470/ERR1995470_2.fastq.gz,9cb59e1e7e7f7d9304f8aa9288207c03;62969cab5d5f4929c66105503cd5b344,PAIRED,SAMEA104107515_,SAMEA104107515,ERR1995470,PRJEB21131,ERZ448723,M0041-02-16-MC237,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448724/SAMEA104107516_Ecoli100uploadantibiogram.tsv,5bbc06bc2111614c9183e772952857a9,M0041-02-16-MC239,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995471/ERR1995471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995471/ERR1995471_2.fastq.gz,e09d19682248cfc800b85e45ddc0b975;03817cccc454e0262eb3f26931797b73,PAIRED,SAMEA104107516_,SAMEA104107516,ERR1995471,PRJEB21131,ERZ448724,M0041-02-16-MC239,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448725/SAMEA104107517_Ecoli100uploadantibiogram.tsv,1bbbd8a9ae784146fa5f07fe361493bf,M0041-02-16-MC242,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995472/ERR1995472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995472/ERR1995472_2.fastq.gz,b1400d7d26559ece63ac044634ac44fc;c5c405776ca6997541935e4f562a9295,PAIRED,SAMEA104107517_,SAMEA104107517,ERR1995472,PRJEB21131,ERZ448725,M0041-02-16-MC242,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448726/SAMEA104107518_Ecoli100uploadantibiogram.tsv,64b74ddfd7e84950cf8afe016a66be04,M0041-02-16-MC247,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995473/ERR1995473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995473/ERR1995473_2.fastq.gz,08b6758e0bfd18f06e7bcdc7cee716dc;7987a26037bc19dfd4a000beacb1f709,PAIRED,SAMEA104107518_,SAMEA104107518,ERR1995473,PRJEB21131,ERZ448726,M0041-02-16-MC247,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448727/SAMEA104107519_Ecoli100uploadantibiogram.tsv,3dd0962ddcae794f4d1acf2ff664ed8d,M0041-02-16-MC248,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995474/ERR1995474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995474/ERR1995474_2.fastq.gz,1d24b1b96d7d774ae52fb8a0ed8c5d03;7f178a704fedc650891c9a421c20d738,PAIRED,SAMEA104107519_,SAMEA104107519,ERR1995474,PRJEB21131,ERZ448727,M0041-02-16-MC248,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448728/SAMEA104107520_Ecoli100uploadantibiogram.tsv,3d6864b38d0b4cc7c8009f9a8027b89e,M0041-02-16-MC253,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995475/ERR1995475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995475/ERR1995475_2.fastq.gz,f87ed4ccf56f4b1a35fb716129969e81;e445002b40b9418e79815ff58fd511ce,PAIRED,SAMEA104107520_,SAMEA104107520,ERR1995475,PRJEB21131,ERZ448728,M0041-02-16-MC253,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448729/SAMEA104107521_Ecoli100uploadantibiogram.tsv,79ed14ef6c13d0d99ec3bc1148207f51,M0041-02-16-MC257,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995476/ERR1995476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995476/ERR1995476_2.fastq.gz,8b0d86138190a2e73a7743d178d2ceea;b3d9d401cc78f30a3026a0872eabd281,PAIRED,SAMEA104107521_,SAMEA104107521,ERR1995476,PRJEB21131,ERZ448729,M0041-02-16-MC257,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448730/SAMEA104107522_Ecoli100uploadantibiogram.tsv,77b68ef8c1f89a200c20bdc95d356db4,M0041-02-16-MC258,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995477/ERR1995477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995477/ERR1995477_2.fastq.gz,9b2f5b482378eb5fca6344c2727e23f2;86cf636639d787ecc13fd0b1b186c942,PAIRED,SAMEA104107522_,SAMEA104107522,ERR1995477,PRJEB21131,ERZ448730,M0041-02-16-MC258,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448731/SAMEA104107523_Ecoli100uploadantibiogram.tsv,b96b60e065795f613dfc943d4c4fc2b9,M0041-02-16-MC260,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995478/ERR1995478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995478/ERR1995478_2.fastq.gz,9a623b26ce1d6d2e53cce9e1691dda96;33a991d4dc22403fbaf24c2e5a23a671,PAIRED,SAMEA104107523_,SAMEA104107523,ERR1995478,PRJEB21131,ERZ448731,M0041-02-16-MC260,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448732/SAMEA104107524_Ecoli100uploadantibiogram.tsv,dedc2d9f16323355d7a658d4e447e5e6,M0041-02-16-MC266,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995479/ERR1995479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995479/ERR1995479_2.fastq.gz,c321031c498aa3cca3af8adfa0877516;47e4603f5fdca93f8e1a4ae4f0cfc9ee,PAIRED,SAMEA104107524_,SAMEA104107524,ERR1995479,PRJEB21131,ERZ448732,M0041-02-16-MC266,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448733/SAMEA104107525_Ecoli100uploadantibiogram.tsv,697d0011f1ca98a12ef8511c7fcc0624,M0041-02-16-MC271,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995480/ERR1995480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995480/ERR1995480_2.fastq.gz,aeaa64c196cbdbee388b8674a958c8d5;1313ea987a2924b6b6347512a487ad7d,PAIRED,SAMEA104107525_,SAMEA104107525,ERR1995480,PRJEB21131,ERZ448733,M0041-02-16-MC271,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448734/SAMEA104107526_Ecoli100uploadantibiogram.tsv,f9ba8e02a2b8c8a1f08643851562be3f,M0041-02-16-MC272,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995481/ERR1995481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995481/ERR1995481_2.fastq.gz,327dfbecc3bf7fb5cb9193fafcee3e82;f33a0f44ed0c3671c824dcdcf2d641eb,PAIRED,SAMEA104107526_,SAMEA104107526,ERR1995481,PRJEB21131,ERZ448734,M0041-02-16-MC272,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448735/SAMEA104107527_Ecoli100uploadantibiogram.tsv,b4cb8a29c6e3d10aeec987ceb1786269,M0041-02-16-MC275,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995482/ERR1995482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995482/ERR1995482_2.fastq.gz,2db40d2ead6aa519df2557bd7bae8761;4fbdbb23160e49766741bc170b040c9d,PAIRED,SAMEA104107527_,SAMEA104107527,ERR1995482,PRJEB21131,ERZ448735,M0041-02-16-MC275,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448736/SAMEA104107528_Ecoli100uploadantibiogram.tsv,ab9cc5000757691d0fb6c8368a1c9795,M0041-02-16-MC280,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995483/ERR1995483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995483/ERR1995483_2.fastq.gz,5bc12b901fcfa640020f447b527a0aa6;e050393a7fc248b3a096f1f340176279,PAIRED,SAMEA104107528_,SAMEA104107528,ERR1995483,PRJEB21131,ERZ448736,M0041-02-16-MC280,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448737/SAMEA104107529_Ecoli100uploadantibiogram.tsv,ea77fbb884773faa6fc02b5e7d9bf258,M0041-02-16-MC284,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995484/ERR1995484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995484/ERR1995484_2.fastq.gz,87d25ee224faba5ba55ec066de4ae317;83cf1980bb32180c3aee87ce441c6a66,PAIRED,SAMEA104107529_,SAMEA104107529,ERR1995484,PRJEB21131,ERZ448737,M0041-02-16-MC284,United Kingdom,0.015,train
Escherichia coli,ftp.sra.ebi.ac.uk/vol1/ERZ448/ERZ448738/SAMEA104107530_Ecoli100uploadantibiogram.tsv,a06125e88a56e913bcf0ad4ebe8c16f1,M0041-02-16-MC286,United Kingdom,ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995485/ERR1995485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995485/ERR1995485_2.fastq.gz,706dcf75079879cacda942162bde7aab;b0851c102cac1d17814fadfe39924d45,PAIRED,SAMEA104107530_,SAMEA104107530,ERR1995485,PRJEB21131,ERZ448738,M0041-02-16-MC286,United Kingdom,0.015,train
